time,utc_time,current_raw,voltage,flux,temp,das_temp,gal_in,gal_out,current_cal,power,in_rate,out_rate,power_to_flowrate,pump_voltage,vdrop,pump_power,power_loss,Timestamp,W/m^2 Solar Radiation,mm Precipitation, Lightning Activity,km Lightning Distance,Wind Direction,m/s Wind Speed,m/s Gust Speed,C Air Temperature,kPa Vapor Pressure,kPa Atmospheric Pressure,X-axis Level (deg),Y-axis Level (deg),mm/h Max Precip Rate,C RH Sensor Temp,kPa VPD,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,C Logger Temperature
2019-07-01 13:00:00+00:00,7/1/2019 13:00,,,,,,8130.428571428572,,,,4.5714285714284415,,,,,,,7/1/2019 8:00,306,0.0,0,0,317,1.45,1.98,24.9,3.14,96.92,-0.3,1.0,0.0,27.9,0.0,100,6618,96.94,25.0
2019-07-01 13:15:00+00:00,7/1/2019 13:15,,,,,,8199.0,,,,5.33333333333394,,,,,,,7/1/2019 8:15,258,0.0,0,0,326,1.24,1.99,25.1,3.15,96.92,-0.4,0.9,0.0,28.7,0.0,100,6625,96.95,25.9
2019-07-01 13:30:00+00:00,7/1/2019 13:30,,,,,,8279.0,,,,5.33333333333394,,,,,,,7/1/2019 8:30,314,0.0,0,0,311,1.41,2.29,25.0,3.13,96.91,-0.3,1.0,0.0,29.0,0.0,100,6634,96.95,26.7
2019-07-01 13:45:00+00:00,7/1/2019 13:45,,,,,,8397.25,,,,7.75,,,,,,,7/1/2019 8:45,484,0.0,0,0,297,0.93,1.95,25.7,3.2,96.91,-0.4,1.0,0.0,29.6,0.0,100,6651,96.95,27.9
2019-07-01 14:00:00+00:00,7/1/2019 14:00,4.725,152.19,578.8,26.93,26.87,8506.0,6165.0,5.111,777.84309,9.0,3.0,86.42701,144.53193315,7.65806685,738.7027103296499,39.14037967035006,7/1/2019 9:00,474,0.0,0,0,300,0.81,1.69,25.9,3.26,96.94,-0.4,1.0,0.0,30.7,0.0,100,6663,96.96,29.4
2019-07-01 14:15:00+00:00,7/1/2019 14:15,4.95,151.389,608.8,27.81,28.06,8628.0,6215.0,5.512,834.4561679999999,10.0,4.0,83.4456168,143.13009480000002,8.2589052,788.9330825376001,45.52308546239988,7/1/2019 9:15,578,0.0,0,0,303,0.64,1.36,26.6,3.35,96.95,-0.3,1.0,0.0,31.6,0.0,100,6676,96.97,30.7
2019-07-01 14:30:00+00:00,7/1/2019 14:30,1.44,142.578,174.0,26.68,27.5,8717.0,6267.0,1.7759999999999998,253.21852799999996,4.0,3.0,63.30463199999999,139.9169304,2.6610696,248.4924683904,4.726059609599957,7/1/2019 9:30,369,0.0,0,0,304,0.77,2.22,26.6,3.27,96.98,-0.4,1.0,0.0,32.2,0.0,100,6676,96.99,31.7
2019-07-01 14:45:00+00:00,7/1/2019 14:45,6.21,148.986,729.6,29.0,27.81,8818.0,6320.0,7.01,1044.39186,10.0,3.0,104.43918599999999,138.4825665,10.5034335,970.762791165,73.629068835,7/1/2019 9:45,477,0.0,0,0,302,0.51,1.34,26.8,3.23,96.99,-0.4,1.0,0.0,31.1,0.0,100,6683,97.01,31.2
2019-07-01 15:00:00+00:00,7/1/2019 15:00,2.205,141.77700000000002,275.6,28.5,29.37,8953.0,6374.0,2.9050000000000002,411.86218500000007,6.0,3.0,68.64369750000002,137.42429325,4.35270675,399.21757189125003,12.644613108750036,7/1/2019 10:00,677,0.0,0,0,274,0.5,1.24,27.6,3.35,96.99,-0.4,1.0,0.0,33.0,0.0,100,6693,97.01,32.5
2019-07-01 15:15:00+00:00,7/1/2019 15:15,2.205,143.379,269.2,28.0,28.93,9054.0,6428.0,2.805,402.178095,5.0,4.0,80.435619,139.17612824999998,4.202871750000001,390.38903974125,11.789055258750011,7/1/2019 10:15,441,0.0,0,0,261,0.53,2.0,27.3,3.33,97.01,-0.4,1.0,0.0,33.1,0.0,100,6695,97.01,33.3
2019-07-01 15:30:00+00:00,7/1/2019 15:30,6.84,143.379,726.0,30.31,29.81,9201.0,6480.0,7.901999999999999,1132.980858,10.0,4.0,113.2980858,131.5390383,11.8399617,1039.4214806465998,93.55937735340012,7/1/2019 10:30,875,0.0,0,0,268,0.7,1.52,27.8,3.32,96.99,-0.4,1.0,0.0,33.1,0.0,100,6708,97.0,33.3
2019-07-01 15:45:00+00:00,7/1/2019 15:45,7.065,142.578,725.2,29.56,30.43,9348.0,6533.0,7.977,1137.344706,10.0,3.0,113.73447060000001,130.62566205000002,11.95233795,1042.0009061728501,95.34379982714995,7/1/2019 10:45,870,0.0,0,0,202,0.71,2.11,27.8,3.34,96.98,-0.4,1.0,0.0,34.1,0.0,100,6714,96.99,34.6
2019-07-01 16:00:00+00:00,7/1/2019 16:00,6.075,143.379,729.6,29.12,30.0,9471.0,6588.0,6.899000000000001,989.171721,10.0,4.0,98.9171721,133.04188334999998,10.337116650000002,917.85595323165,71.31576776835004,7/1/2019 11:00,604,0.0,0,0,273,0.59,2.14,27.7,3.26,96.96,-0.4,1.0,0.0,33.5,0.0,100,6714,96.97,34.5
2019-07-01 16:15:00+00:00,7/1/2019 16:15,7.335,142.578,726.0,29.25,30.56,9621.0,6644.0,8.185,1167.0009300000002,12.0,4.0,97.25007750000002,130.31400525,12.263994750000002,1066.62013297125,100.38079702875007,7/1/2019 11:15,903,0.0,0,0,246,0.77,1.75,28.1,3.34,96.96,-0.4,1.0,0.0,33.8,0.0,100,6723,96.98,34.7
2019-07-01 16:30:00+00:00,7/1/2019 16:30,7.65,137.77200000000002,724.0,31.18,31.37,9779.0,6707.0,8.886000000000001,1224.2419920000002,11.0,4.0,111.29472654545457,124.45766190000002,13.314338100000002,1105.9307836434002,118.31120835659999,7/1/2019 11:30,990,0.0,0,0,225,0.61,1.9,28.7,3.37,96.96,-0.5,1.0,0.0,34.1,1.0,100,6730,96.98,35.4
2019-07-01 16:45:00+00:00,7/1/2019 16:45,3.285,143.379,444.0,29.81,31.0,9888.0,6776.0,4.247,608.930613,9.0,5.0,67.658957,137.01550755,6.36349245,581.90486056485,27.025752435150025,7/1/2019 11:45,467,0.0,0,0,214,0.5,1.29,27.8,3.34,96.99,-0.4,1.0,0.0,33.6,0.0,100,6724,97.0,35.5
2019-07-01 17:00:00+00:00,7/1/2019 17:00,6.93,157.797,725.2,29.5,30.93,10000.0,6834.0,7.83,1235.55051,8.0,3.0,154.44381375,146.0649195,11.7320805,1143.6883196850001,91.8621903149999,7/1/2019 12:00,513,0.0,0,0,236,0.43,1.26,27.6,3.28,96.98,-0.5,1.0,0.0,32.3,0.0,100,6719,96.99,34.0
2019-07-01 17:15:00+00:00,7/1/2019 17:15,,,,,,10134.5,,,,8.75,,,,,,,7/1/2019 12:15,741,0.0,0,0,242,0.69,2.32,28.1,3.34,96.95,-0.4,1.0,0.0,32.3,0.0,100,6722,96.96,33.9
2019-07-01 17:30:00+00:00,7/1/2019 17:30,2.205,143.379,301.6,28.62,31.0,10247.0,6928.0,2.9290000000000003,419.957091,6.0,4.0,69.9928485,138.99033285,4.388667150000001,407.10268491765,12.85440608235001,7/1/2019 12:30,445,0.0,0,0,273,0.76,2.96,27.9,3.36,96.95,-0.4,1.0,0.0,32.2,0.0,100,6720,96.96,33.8
2019-07-01 17:45:00+00:00,7/1/2019 17:45,7.2,152.19,725.2,28.62,30.31,10357.0,6993.0,7.924,1205.9535600000002,10.0,4.0,120.59535600000001,140.31707459999998,11.872925400000002,1111.8724991304,94.08106086960015,7/1/2019 12:45,492,0.0,0,0,264,0.68,2.26,27.4,3.29,96.93,-0.4,1.0,0.0,31.5,0.0,100,6717,96.94,32.8
2019-07-01 18:00:00+00:00,7/1/2019 18:00,3.33,141.77700000000002,430.8,29.18,31.18,10491.0,7051.0,4.166,590.6429820000001,7.0,3.0,84.37756885714286,135.5348739,6.242126100000001,564.6382846674001,26.004697332600017,7/1/2019 13:00,661,0.0,0,0,279,0.6,2.14,27.8,3.33,96.88,-0.4,1.0,0.0,31.3,0.0,100,6722,96.89,32.6
2019-07-01 18:15:00+00:00,7/1/2019 18:15,1.575,146.583,216.0,28.12,30.37,10585.0,7111.0,2.1990000000000003,322.336017,4.0,4.0,80.58400425,143.28812835,3.2948716500000006,315.09059424165,7.245422758350003,7/1/2019 13:15,381,0.0,0,0,306,1.12,3.18,27.6,3.24,96.88,-0.4,1.0,0.0,31.4,0.0,100,6716,96.89,32.6
2019-07-01 18:30:00+00:00,7/1/2019 18:30,0.0,166.608,70.8,26.87,28.43,10635.0,7171.0,0.3740000000000002,62.31139200000004,1.0,4.0,62.31139200000004,166.0476171,0.5603829000000004,62.10180879540003,0.20958320460000834,7/1/2019 13:30,141,0.0,0,0,320,1.49,2.8,27.0,3.16,96.86,-0.4,1.0,0.0,30.3,0.0,100,6710,96.87,31.0
2019-07-01 18:45:00+00:00,7/1/2019 18:45,,,,,,10638.5,,,,0.16666666666606034,,,,,,,7/1/2019 13:45,56,1.715,2,17,8,1.78,4.52,25.9,3.11,96.84,-0.4,1.1,23.5,28.6,0.0,100,6704,96.87,29.1
2019-07-01 19:00:00+00:00,7/1/2019 19:00,0.72,173.817,78.0,21.12,22.87,10639.0,7286.0,-0.05599999999999983,-9.73375199999997,0.0,4.0,-inf,173.9009076,-0.08390759999999975,-9.73845082559997,0.004698825600000234,7/1/2019 14:00,66,16.83,6,12,45,2.59,8.22,21.0,2.49,96.85,-0.4,1.0,132.6,25.0,,100,6693,96.87,25.8
2019-07-01 19:15:00+00:00,7/1/2019 19:15,0.855,171.41400000000002,72.0,22.12,22.43,10639.0,7341.0,0.27900000000000014,47.82450600000003,0.0,3.0,inf,170.99596035000002,0.4180396500000002,47.70787293765003,0.11663306234999737,7/1/2019 14:15,93,0.8340000000000001,0,0,52,1.04,1.84,20.9,2.41,96.79,-0.4,0.9,21.4,21.9,0.0,100,6684,96.82,23.3
2019-07-01 19:30:00+00:00,7/1/2019 19:30,0.765,169.011,48.8,22.12,22.68,10639.0,7341.0,0.18900000000000017,31.94307900000003,0.0,0.0,inf,168.72781185,0.28318815000000025,31.88955643965003,0.05352256035000025,7/1/2019 14:30,63,0.136,10,12,64,1.07,1.57,21.4,2.48,96.78,-0.3,0.8,2.0,21.4,0.0,100,6684,96.82,22.6
2019-07-01 19:45:00+00:00,7/1/2019 19:45,0.765,162.60299999999998,25.6,22.62,22.81,10639.0,7341.0,0.2890000000000002,46.99226700000003,0.0,0.0,inf,162.16997684999998,0.4330231500000003,46.867123309650026,0.12514369035000072,7/1/2019 14:45,40,0.221,17,6,59,1.09,1.48,21.9,2.6,96.78,-0.4,0.9,7.1,21.8,0.0,100,6685,96.8,22.4
2019-07-01 20:00:00+00:00,7/1/2019 20:00,0.585,161.80200000000002,22.8,23.12,23.0,10639.0,7347.0,0.20900000000000013,33.81661800000003,0.0,0.0,inf,161.48884485000002,0.3131551500000002,33.75116857365003,0.06544942634999984,7/1/2019 15:00,28,0.051,7,2,353,0.76,1.66,22.5,2.7,96.79,-0.3,0.9,2.0,22.2,0.0,100,6682,96.8,22.5
2019-07-01 20:15:00+00:00,7/1/2019 20:15,0.585,158.59799999999998,20.4,22.93,23.06,10639.0,7347.0,0.17099999999999987,27.12025799999998,0.0,0.0,inf,158.34178214999997,0.2562178499999998,27.076444747649976,0.04381325235000233,7/1/2019 15:15,25,0.017,10,6,34,0.8,1.29,22.6,2.73,96.76,-0.3,0.9,1.0,22.6,0.0,100,6682,96.79,22.5
2019-07-01 20:30:00+00:00,7/1/2019 20:30,0.585,158.59799999999998,17.2,23.43,23.06,10639.0,7404.0,0.2709999999999999,42.98005799999998,0.0,4.0,inf,158.19194714999998,0.40605284999999985,42.870017677649976,0.11004032235000238,7/1/2019 15:30,21,0.0,3,13,12,0.53,1.44,22.7,2.76,96.78,-0.3,0.9,0.0,22.7,0.0,100,6681,96.8,22.5
2019-07-01 20:45:00+00:00,7/1/2019 20:45,0.765,144.18,23.2,23.06,23.06,10639.0,7472.0,0.3769999999999997,54.355859999999964,0.0,5.0,inf,143.61512205,0.5648779499999996,54.14290101284996,0.21295898715000305,7/1/2019 15:45,20,0.085,0,0,35,0.51,1.08,22.7,2.75,96.76,-0.3,0.8,1.0,22.7,,100,6680,96.79,22.6
2019-07-01 21:00:00+00:00,7/1/2019 21:00,0.585,164.205,31.6,23.12,23.0,10639.0,7538.0,0.20900000000000013,34.318845000000024,0.0,4.0,inf,163.89184485,0.3131551500000002,34.253395573650025,0.06544942634999984,7/1/2019 16:00,33,0.068,1,17,8,0.64,1.15,22.7,2.75,96.75,-0.3,0.9,1.0,22.8,0.0,100,6680,96.77,22.6
2019-07-01 21:15:00+00:00,7/1/2019 21:15,0.585,161.80200000000002,25.2,22.93,22.81,10639.0,7604.0,0.17099999999999987,27.668141999999982,0.0,5.0,inf,161.54578215,0.2562178499999998,27.62432874764998,0.04381325235000233,7/1/2019 16:15,31,0.0,0,0,48,0.33,0.88,22.6,2.73,96.76,-0.3,0.9,0.0,22.9,,100,6676,96.78,22.6
2019-07-01 21:30:00+00:00,7/1/2019 21:30,,,,,,10639.0,,,,0.0,,,,,,,7/1/2019 16:30,30,0.0,1,12,11,0.85,1.97,22.5,2.73,96.74,-0.3,0.9,0.0,22.8,0.0,100,6676,96.75,22.6
2019-07-01 21:45:00+00:00,7/1/2019 21:45,0.765,162.60299999999998,24.8,23.0,22.43,10639.0,7733.0,0.365,59.35009499999999,0.0,5.0,inf,162.05610224999998,0.54689775,59.150477321249994,0.1996176787499948,7/1/2019 16:45,27,0.0,0,0,10,1.85,3.09,22.7,2.76,96.7,-0.3,0.9,0.0,22.7,,100,6676,96.72,22.5
2019-07-01 22:00:00+00:00,7/1/2019 22:00,0.72,161.80200000000002,20.0,23.18,22.5,10639.0,7797.0,0.35599999999999987,57.601511999999985,0.0,5.0,inf,161.26858740000003,0.5334125999999998,57.41161711439999,0.18989488559999756,7/1/2019 17:00,23,0.0,0,0,354,1.87,3.65,23.1,2.82,96.65,-0.4,0.9,0.0,22.9,0.0,100,6676,96.67,22.7
2019-07-01 22:15:00+00:00,7/1/2019 22:15,0.585,161.80200000000002,22.4,23.31,22.62,10639.0,7860.0,0.24699999999999966,39.96509399999995,0.0,4.0,inf,161.43190755000003,0.3700924499999995,39.873681164849955,0.09141283514999543,7/1/2019 17:15,22,0.0,0,0,337,1.23,2.9,23.1,2.81,96.69,-0.3,0.9,0.0,23.0,0.0,100,6676,96.7,22.7
2019-07-01 22:30:00+00:00,7/1/2019 22:30,0.72,156.996,15.6,23.43,22.81,10639.0,7923.0,0.4059999999999999,63.74037599999999,0.0,4.0,inf,156.38766990000002,0.6083300999999999,63.4933939794,0.24698202059999375,7/1/2019 17:30,18,0.017,0,0,3,1.1,2.12,23.2,2.84,96.72,-0.3,0.9,1.0,23.1,,100,6674,96.73,22.8
2019-07-01 22:45:00+00:00,7/1/2019 22:45,0.585,158.59799999999998,17.2,23.62,22.87,10639.0,7985.0,0.30900000000000016,49.00678200000002,0.0,4.0,inf,158.13500985,0.46299015000000027,48.863718043650024,0.14306395634999802,7/1/2019 17:45,19,0.0,0,0,340,1.39,2.44,23.4,2.88,96.74,-0.3,0.9,0.0,23.3,0.0,100,6675,96.75,23.0
2019-07-01 23:00:00+00:00,7/1/2019 23:00,0.585,156.195,12.8,23.75,23.0,10639.0,8046.0,0.33499999999999996,52.32532499999999,0.0,4.0,inf,155.69305275,0.50194725,52.157172671249995,0.16815232874999708,7/1/2019 18:00,17,0.0,0,0,348,1.42,2.57,23.6,2.92,96.76,-0.3,0.9,0.0,23.5,0.0,100,6674,96.76,23.2
2019-07-01 23:15:00+00:00,7/1/2019 23:15,0.585,156.195,13.6,23.81,23.06,10639.0,8106.0,0.3469999999999997,54.19966499999995,0.0,4.0,inf,155.67507254999998,0.5199274499999996,54.019250174849944,0.1804148251500095,7/1/2019 18:15,14,0.0,0,0,343,1.48,2.3,23.8,2.95,96.76,-0.3,0.9,0.0,23.8,,100,6676,96.76,23.4
2019-07-01 23:30:00+00:00,7/1/2019 23:30,0.585,151.389,8.0,23.87,23.12,10639.0,8166.0,0.35900000000000015,54.348651000000025,0.0,4.0,inf,150.85109235000002,0.5379076500000003,54.15554215365003,0.19310884634999326,7/1/2019 18:30,9,0.0,0,0,345,1.44,2.54,23.9,2.96,96.77,-0.3,0.9,0.0,23.9,0.0,100,6673,96.77,23.5
2019-07-01 23:45:00+00:00,7/1/2019 23:45,,,,,,10639.0,,,,0.0,,,,,,,7/1/2019 18:45,4,0.0,0,0,349,1.49,3.08,23.9,2.96,96.77,-0.3,0.8,0.0,23.9,0.0,100,6673,96.77,23.6
2019-07-02 00:00:00+00:00,7/2/2019 0:00,0.765,14.418,0.4,23.56,22.87,10639.0,8167.0,0.47699999999999976,6.877385999999996,0.0,0.0,inf,13.70328705,0.7147129499999997,6.5364679228499964,0.34091807714999955,7/1/2019 19:00,0,0.0,0,0,4,1.7,3.61,23.8,2.95,96.77,-0.3,0.9,0.0,23.8,,100,6671,96.78,23.5
2019-07-02 00:15:00+00:00,7/2/2019 0:15,0.495,0.0,0.8,23.62,22.81,10639.0,8167.0,0.2190000000000002,0.0,0.0,0.0,,-0.3281386500000003,0.3281386500000003,-0.07186236435000014,0.07186236435000014,7/1/2019 19:15,0,0.0,0,0,352,1.71,2.98,23.8,2.95,96.78,-0.4,0.9,0.0,23.8,,100,6670,96.78,23.5
2019-07-02 00:30:00+00:00,7/2/2019 0:30,,,,,,10639.0,,,,0.0,,,,,,,7/1/2019 19:30,0,0.0,0,0,358,1.88,3.36,23.8,2.94,96.79,-0.3,0.8,0.0,23.7,,100,6669,96.79,23.4
2019-07-02 00:45:00+00:00,7/2/2019 0:45,0.54,0.8009999999999999,0.8,23.62,22.68,10639.0,8167.0,0.26400000000000023,0.21146400000000018,0.0,0.0,inf,0.40543559999999956,0.39556440000000037,0.10703499839999998,0.1044290016000002,7/1/2019 19:45,0,0.0,0,0,349,1.47,2.65,23.7,2.93,96.78,-0.3,0.9,0.0,23.7,0.0,100,6667,96.78,23.3
2019-07-02 01:00:00+00:00,7/2/2019 1:00,,,,,,10639.0,,,,0.0,,,,,,,7/1/2019 20:00,0,0.0,0,0,346,1.42,2.34,23.7,2.93,96.8,-0.3,0.9,0.0,23.6,0.0,100,6669,96.8,23.3
2019-07-02 01:15:00+00:00,7/2/2019 1:15,0.585,1.6019999999999999,1.2,23.56,22.62,10639.0,8217.0,0.2969999999999997,0.4757939999999995,0.0,3.0,inf,1.1569900500000003,0.4450099499999996,0.34362604484999976,0.13216795514999974,7/1/2019 20:15,0,0.0,0,0,354,1.39,2.49,23.7,2.93,96.81,-0.3,0.9,0.0,23.6,,100,6669,96.81,23.3
2019-07-02 01:30:00+00:00,7/2/2019 1:30,0.585,0.8009999999999999,0.8,23.56,22.62,10639.0,8261.0,0.2969999999999997,0.23789699999999975,0.0,3.0,inf,0.35599005000000034,0.4450099499999996,0.10572904485,0.13216795514999974,7/1/2019 20:30,0,0.0,0,0,355,1.26,2.25,23.7,2.93,96.82,-0.3,0.9,0.0,23.6,0.0,100,6638,96.82,23.2
2019-07-02 01:45:00+00:00,7/2/2019 1:45,,,,,,10639.0,,,,0.0,,,,,,,7/1/2019 20:45,0,0.0,0,0,348,1.59,2.78,23.8,2.95,96.83,-0.3,1.0,0.0,23.7,,100,6659,96.83,23.4
2019-07-02 02:00:00+00:00,7/2/2019 2:00,,,,,,10639.0,,,,0.0,,,,,,,7/1/2019 21:00,0,0.0,0,0,345,1.58,2.53,23.9,2.96,96.84,-0.3,0.9,0.0,23.8,0.0,100,6659,96.84,23.5
2019-07-02 02:15:00+00:00,7/2/2019 2:15,0.765,2.403,0.8,23.68,22.87,10639.0,8384.0,0.5009999999999999,1.2039029999999997,0.0,2.0,inf,1.65232665,0.7506733499999999,0.8278156516499998,0.3760873483499999,7/1/2019 21:15,0,0.0,0,0,347,1.66,2.82,23.8,2.95,96.84,-0.3,0.9,0.0,23.9,,100,6660,96.84,23.5
2019-07-02 02:30:00+00:00,7/2/2019 2:30,0.585,1.6019999999999999,0.8,23.68,22.81,10639.0,8391.0,0.3209999999999999,0.5142419999999998,0.0,,inf,1.12102965,0.4809703499999999,0.3598505176499999,0.15439148234999983,7/1/2019 21:30,0,0.0,0,0,345,1.46,2.47,23.9,2.96,96.84,-0.3,0.9,0.0,23.8,0.0,100,6658,96.84,23.5
2019-07-02 02:45:00+00:00,7/2/2019 2:45,0.72,1.6019999999999999,0.8,23.68,22.93,10639.0,8391.0,0.4559999999999999,0.7305119999999998,0.0,0.0,inf,0.9187524,0.6832475999999998,0.41895109439999995,0.3115609055999999,7/1/2019 21:45,0,0.0,0,0,344,1.59,2.72,23.9,2.96,96.85,-0.3,0.9,0.0,23.9,0.0,100,6659,96.84,23.6
2019-07-02 03:00:00+00:00,7/2/2019 3:00,0.54,1.6019999999999999,0.8,23.75,22.93,10639.0,8391.0,0.29000000000000004,0.46458,0.0,,inf,1.1674784999999999,0.43452150000000006,0.338568765,0.126011235,7/1/2019 22:00,0,0.0,0,0,341,1.52,2.67,23.9,2.97,96.85,-0.3,1.0,0.0,23.9,,100,6655,96.85,23.6
2019-07-02 03:15:00+00:00,7/2/2019 3:15,0.585,2.403,0.8,23.68,22.93,10639.0,8391.0,0.3209999999999999,0.7713629999999998,0.0,0.0,inf,1.9220296500000003,0.4809703499999999,0.6169715176499999,0.1543914823499999,7/1/2019 22:15,0,0.0,0,0,341,1.46,2.2,23.9,2.97,96.87,-0.3,0.9,0.0,24.0,,100,6657,96.86,23.7
2019-07-02 03:30:00+00:00,7/2/2019 3:30,0.585,1.6019999999999999,0.8,23.5,22.87,10639.0,8391.0,0.2849999999999999,0.4565699999999998,0.0,0.0,inf,1.1749702499999999,0.4270297499999999,0.3348665212499999,0.12170347874999993,7/1/2019 22:30,0,0.0,0,0,350,1.17,2.44,23.8,2.95,96.87,-0.3,0.9,0.0,23.9,0.0,100,6654,96.87,23.6
2019-07-02 03:45:00+00:00,7/2/2019 3:45,0.72,1.6019999999999999,0.4,23.62,22.87,10639.0,8391.0,0.4440000000000002,0.7112880000000003,0.0,0.0,inf,0.9367325999999996,0.6652674000000003,0.4159092744,0.2953787256000003,7/1/2019 22:45,0,0.0,0,0,354,0.96,1.41,23.8,2.94,96.9,-0.3,0.9,0.0,23.8,0.0,100,6654,96.89,23.6
2019-07-02 04:00:00+00:00,7/2/2019 4:00,,,,,,10639.0,,,,0.0,,,,,,,7/1/2019 23:00,0,0.0,0,0,357,0.66,1.07,23.7,2.93,96.91,-0.3,0.9,0.0,23.8,,100,6654,96.9,23.6
2019-07-02 04:15:00+00:00,7/2/2019 4:15,0.765,2.403,0.8,23.12,22.68,10639.0,8391.0,0.3890000000000002,0.9347670000000005,0.0,0.0,inf,1.8201418499999997,0.5828581500000003,0.7080351796500002,0.22673182035000028,7/1/2019 23:15,0,0.0,0,0,350,0.87,1.27,23.4,2.88,96.91,-0.3,0.9,0.0,23.7,,100,6655,96.9,23.4
2019-07-02 04:30:00+00:00,7/2/2019 4:30,0.765,2.403,0.8,23.06,22.5,10639.0,8391.0,0.3769999999999997,0.9059309999999994,0.0,0.0,inf,1.8381220500000004,0.5648779499999996,0.6929720128499997,0.21295898714999972,7/1/2019 23:30,0,0.0,0,0,357,0.78,1.33,23.3,2.85,96.91,-0.3,0.9,0.0,23.5,,100,6654,96.91,23.3
2019-07-02 04:45:00+00:00,7/2/2019 4:45,0.585,2.403,0.8,23.0,22.5,10639.0,8391.0,0.18499999999999994,0.44455499999999987,0.0,0.0,inf,2.12580525,0.27719474999999993,0.39327397124999985,0.05128102875000001,7/1/2019 23:45,0,0.0,0,0,6,0.83,1.32,23.2,2.84,96.91,-0.3,0.9,0.0,23.3,0.0,100,6652,96.91,23.1
2019-07-02 05:00:00+00:00,7/2/2019 5:00,0.72,2.403,0.4,23.0,22.43,10639.0,8391.0,0.31999999999999995,0.7689599999999999,0.0,0.0,inf,1.9235280000000001,0.47947199999999995,0.6155289599999999,0.15343103999999996,7/2/2019 0:00,0,0.0,0,0,7,0.9,1.28,23.2,2.83,96.9,-0.3,0.9,0.0,23.3,0.0,100,6648,96.9,23.1
2019-07-02 05:15:00+00:00,7/2/2019 5:15,0.72,2.403,0.8,23.06,22.5,10639.0,8391.0,0.3319999999999997,0.7977959999999993,0.0,0.0,inf,1.9055478000000003,0.49745219999999957,0.6326418695999995,0.16515413039999982,7/2/2019 0:15,0,0.017,0,0,6,0.99,1.27,23.2,2.84,96.91,-0.3,0.9,1.0,23.2,0.0,100,6676,96.9,23.1
2019-07-02 05:30:00+00:00,7/2/2019 5:30,0.585,1.6019999999999999,0.4,23.06,22.5,10639.0,8391.0,0.19699999999999968,0.31559399999999943,0.0,0.0,inf,1.3068250500000003,0.29517494999999955,0.25744453484999963,0.0581494651499998,7/2/2019 0:30,0,0.0,0,0,352,1.03,1.26,23.2,2.77,96.89,-0.3,0.9,0.0,23.2,0.0,100,6646,96.89,23.0
2019-07-02 05:45:00+00:00,7/2/2019 5:45,0.72,1.6019999999999999,0.8,23.06,22.5,10639.0,8391.0,0.3319999999999997,0.5318639999999994,0.0,0.0,inf,1.1045478000000002,0.49745219999999957,0.36670986959999974,0.1651541303999997,7/2/2019 0:45,0,0.0,0,0,2,0.83,1.21,23.2,2.85,96.89,-0.3,0.9,0.0,23.3,,100,6644,96.88,23.0
2019-07-02 06:00:00+00:00,7/2/2019 6:00,0.585,1.6019999999999999,0.8,23.12,22.56,10639.0,8391.0,0.20900000000000013,0.33481800000000017,0.0,0.0,inf,1.2888448499999996,0.3131551500000002,0.2693685736500001,0.06544942635000006,7/2/2019 1:00,0,0.0,0,0,2,1.04,1.31,23.3,2.86,96.87,-0.3,0.9,0.0,23.3,,100,6644,96.87,23.0
2019-07-02 06:15:00+00:00,7/2/2019 6:15,0.72,2.403,0.8,23.18,22.5,10639.0,8391.0,0.35599999999999987,0.8554679999999997,0.0,0.0,inf,1.8695874000000003,0.5334125999999998,0.6655731143999999,0.18989488559999979,7/2/2019 1:15,0,0.0,0,0,4,0.83,1.24,23.3,2.86,96.85,-0.3,0.9,0.0,23.3,0.0,100,6643,96.86,23.0
2019-07-02 06:30:00+00:00,7/2/2019 6:30,0.72,1.6019999999999999,0.8,23.06,22.5,10639.0,8391.0,0.3319999999999997,0.5318639999999994,0.0,0.0,inf,1.1045478000000002,0.49745219999999957,0.36670986959999974,0.1651541303999997,7/2/2019 1:30,0,0.0,0,0,8,0.8,1.26,23.3,2.85,96.85,-0.3,0.9,0.0,23.3,0.0,100,6644,96.85,23.1
2019-07-02 06:45:00+00:00,7/2/2019 6:45,0.585,1.6019999999999999,0.4,23.12,22.5,10639.0,8391.0,0.20900000000000013,0.33481800000000017,0.0,0.0,inf,1.2888448499999996,0.3131551500000002,0.2693685736500001,0.06544942635000006,7/2/2019 1:45,0,0.0,0,0,358,0.86,1.37,23.3,2.86,96.83,-0.4,0.9,0.0,23.3,0.0,100,6644,96.82,23.1
2019-07-02 07:00:00+00:00,7/2/2019 7:00,0.72,1.6019999999999999,0.8,23.12,22.5,10639.0,8391.0,0.34400000000000014,0.5510880000000001,0.0,0.0,inf,1.0865675999999995,0.5154324000000002,0.3737792544,0.17730874560000015,7/2/2019 2:00,0,0.0,0,0,6,0.72,1.05,23.2,2.85,96.8,-0.3,0.9,0.0,23.3,,100,6643,96.8,23.1
2019-07-02 07:15:00+00:00,7/2/2019 7:15,0.72,2.403,0.8,23.06,22.43,10639.0,8391.0,0.3319999999999997,0.7977959999999993,0.0,0.0,inf,1.9055478000000003,0.49745219999999957,0.6326418695999995,0.16515413039999982,7/2/2019 2:15,0,0.0,0,0,9,0.77,1.31,23.2,2.84,96.79,-0.3,0.9,0.0,23.3,,100,6644,96.79,23.0
