time,utc_time,current_raw,voltage,flux,temp,das_temp,gal_in,gal_out,current_cal,power,in_rate,out_rate,power_to_flowrate,pump_voltage,vdrop,pump_power,power_loss,Timestamp,W/m^2 Solar Radiation,mm Precipitation, Lightning Activity,km Lightning Distance,Wind Direction,m/s Wind Speed,m/s Gust Speed,C Air Temperature,kPa Vapor Pressure,kPa Atmospheric Pressure,X-axis Level (deg),Y-axis Level (deg),mm/h Max Precip Rate,C RH Sensor Temp,kPa VPD,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,C Logger Temperature
2019-07-04 15:15:00+00:00,7/4/2019 15:15,6.255,139.374,728.0,29.75,29.93,19722.0,15837.0,7.205,1004.18967,9.0,4.0,111.57663,128.57838825,10.79561175,926.4072873412499,77.78238265875007,7/4/2019 10:15,774,0.0,0,0,241,0.55,1.17,28.0,3.41,96.74,-0.4,1.0,0.0,34.4,0.0,100,6775,96.76,34.5
2019-07-04 15:30:00+00:00,7/4/2019 15:30,2.25,139.374,313.2,28.56,29.68,19852.0,15902.0,2.9619999999999997,412.82578799999993,7.0,4.0,58.97511257142856,134.9358873,4.4381127,399.6800981825999,13.145689817400012,7/4/2019 10:30,619,0.0,0,0,288,0.89,2.21,27.8,3.37,96.78,-0.4,1.1,0.0,34.4,0.0,100,6773,96.79,35.0
2019-07-04 15:45:00+00:00,7/4/2019 15:45,,,,,,19985.0,,,,5.0,,,,,,,7/4/2019 10:45,714,0.0,0,0,267,0.64,1.43,28.1,3.34,96.79,-0.3,1.0,0.0,33.7,0.0,100,6771,96.8,34.6
2019-07-04 16:00:00+00:00,7/4/2019 16:00,7.74,144.18,725.2,29.18,29.87,20118.0,16034.0,8.576,1236.4876800000002,10.0,5.0,123.64876800000002,131.3301504,12.8498496,1126.2873698304002,110.20031016960002,7/4/2019 11:00,736,0.0,0,0,259,0.83,2.4,27.9,3.28,96.79,-0.4,1.1,0.0,33.5,0.0,100,6774,96.81,34.7
2019-07-04 16:15:00+00:00,7/4/2019 16:15,7.65,147.384,725.2,30.12,30.5,20246.0,16100.0,8.674000000000001,1278.4088160000001,9.0,4.0,142.04542400000003,134.38731209999997,12.996687900000003,1165.6755451554,112.73327084460016,7/4/2019 11:15,727,0.0,0,0,277,0.71,1.83,28.2,3.37,96.8,-0.4,1.0,0.0,33.3,0.0,100,6777,96.82,34.7
2019-07-04 16:30:00+00:00,7/4/2019 16:30,3.195,137.77200000000002,437.2,28.81,31.31,20386.0,16168.0,3.957,545.163804,7.0,5.0,77.88054342857143,131.84302905,5.92897095,521.7028659508501,23.460938049149945,7/4/2019 11:30,759,0.0,0,0,267,0.74,2.02,28.6,3.39,96.82,-0.4,1.1,0.0,33.9,1.0,100,6780,96.83,35.4
2019-07-04 16:45:00+00:00,7/4/2019 16:45,4.185,133.767,514.8,29.87,31.06,20528.0,16236.0,5.159,690.1039529999999,9.0,5.0,76.67821699999999,126.03701235,7.72998765,650.22494671365,39.87900628634998,7/4/2019 11:45,787,0.0,0,0,273,0.78,2.18,28.3,3.31,96.79,-0.4,1.0,0.0,33.3,1.0,100,6778,96.81,35.0
2019-07-04 17:00:00+00:00,7/4/2019 17:00,2.475,141.77700000000002,354.8,29.25,30.93,20658.0,16304.0,3.325,471.40852500000005,6.0,4.0,78.5680875,136.79498625000002,4.98201375,454.8433292812501,16.565195718749976,7/4/2019 12:00,681,0.0,0,0,266,0.91,1.98,28.4,3.36,96.79,-0.4,1.1,0.0,33.4,1.0,100,6778,96.8,35.1
2019-07-04 17:15:00+00:00,7/4/2019 17:15,,,,,,20773.6,,,,8.399999999997817,,,,,,,7/4/2019 12:15,612,0.0,0,0,296,0.78,2.25,28.3,3.34,96.79,-0.4,1.0,0.0,32.5,1.0,100,6777,96.8,34.2
2019-07-04 17:30:00+00:00,7/4/2019 17:30,6.795,156.195,725.2,29.56,31.75,20906.0,16445.0,7.707,1203.7948649999998,8.0,4.0,150.47435812499998,144.64721655,11.54778345,1114.79609795085,88.99876704914982,7/4/2019 12:30,742,0.0,0,0,214,0.51,1.65,28.3,3.43,96.77,-0.4,1.0,0.0,32.8,0.0,100,6777,96.78,34.8
2019-07-04 17:45:00+00:00,7/4/2019 17:45,,,,,,21062.25,,,,9.75,,,,,,,7/4/2019 12:45,1011,0.0,0,0,240,0.61,2.17,28.5,3.4,96.73,-0.4,1.0,0.0,32.7,0.0,100,6780,96.75,35.0
2019-07-04 18:00:00+00:00,7/4/2019 18:00,5.715,153.792,725.2,30.43,31.68,21202.0,16588.0,6.801,1045.939392,11.0,5.0,95.08539927272727,143.60172165,10.190278350000002,976.63530894165,69.30408305834999,7/4/2019 13:00,774,0.0,0,0,268,0.72,2.44,28.3,3.37,96.71,-0.4,1.0,0.0,32.5,0.0,100,6774,96.73,34.9
2019-07-04 18:15:00+00:00,7/4/2019 18:15,,,,,,21322.166666666668,,,,7.916666666667879,,,,,,,7/4/2019 13:15,534,0.0,0,0,276,0.8,1.69,28.4,3.34,96.69,-0.4,1.0,0.0,32.5,1.0,100,6777,96.7,34.4
2019-07-04 18:30:00+00:00,7/4/2019 18:30,2.205,144.18,293.2,28.62,30.25,21409.0,16731.0,2.9290000000000003,422.30322000000007,6.0,5.0,70.38387000000002,139.79133285,4.388667150000001,409.44881391765006,12.85440608235001,7/4/2019 13:30,267,0.0,0,0,279,0.81,1.94,27.7,3.31,96.69,-0.4,1.0,0.0,31.6,0.0,100,6771,96.7,33.2
2019-07-04 18:45:00+00:00,7/4/2019 18:45,7.47,141.77700000000002,724.8,30.93,31.06,21536.0,16802.0,8.655999999999999,1227.221712,11.0,5.0,111.56561018181819,128.80728240000002,12.9697176,1114.9558364544,112.26587554560001,7/4/2019 13:45,712,0.0,0,0,267,0.73,2.37,28.0,3.39,96.68,-0.4,1.0,0.0,31.0,0.0,100,6760,96.69,32.2
2019-07-04 19:00:00+00:00,7/4/2019 19:00,3.915,85.70700000000001,520.4,30.87,32.12,21689.0,16873.0,5.089,436.1629230000001,11.0,4.0,39.65117481818183,78.08189685,7.625103150000001,397.35877306965006,38.804149930350036,7/4/2019 14:00,864,0.0,0,0,253,0.8,2.52,28.7,3.47,96.67,-0.4,1.0,0.0,31.6,0.0,100,6767,96.67,33.2
2019-07-04 19:15:00+00:00,7/4/2019 19:15,7.56,144.18,725.2,31.81,32.93,21829.0,16946.0,8.921999999999999,1286.37396,10.0,,128.637396,130.81172130000002,13.3682787,1167.1021774386,119.27178256139996,7/4/2019 14:15,879,0.0,0,0,260,0.62,1.66,28.8,3.46,96.64,-0.4,1.0,0.0,32.1,0.0,100,6767,96.65,33.8
2019-07-04 19:30:00+00:00,7/4/2019 19:30,6.21,137.77200000000002,726.0,31.43,33.93,21989.0,17017.0,7.496,1032.7389120000003,10.0,5.0,103.27389120000002,126.54036840000002,11.231631600000002,948.5466015264002,84.19231047360006,7/4/2019 14:30,969,0.0,0,0,269,0.7,2.41,29.2,3.52,96.63,-0.5,1.0,0.0,32.8,1.0,100,6767,96.63,34.7
2019-07-04 19:45:00+00:00,7/4/2019 19:45,6.66,137.77200000000002,724.8,31.93,34.43,22144.0,17088.0,8.046,1108.513512,11.0,5.0,100.77395563636364,125.71627590000003,12.055724099999999,1011.5131558914002,97.00035610859982,7/4/2019 14:45,918,0.0,0,0,267,0.62,1.72,29.3,3.54,96.63,-0.5,1.1,0.0,33.1,1.0,100,6768,96.63,35.0
2019-07-04 20:00:00+00:00,7/4/2019 20:00,0.495,137.77200000000002,126.8,28.81,32.62,22227.0,17160.0,1.2569999999999997,173.17940399999998,2.0,5.0,86.58970199999999,135.88857405000002,1.8834259499999997,170.81193758084999,2.3674664191499915,7/4/2019 15:00,328,0.0,0,0,249,0.47,1.39,28.9,3.45,96.64,-0.4,1.0,0.0,33.2,1.0,100,6762,96.63,34.8
2019-07-04 20:15:00+00:00,7/4/2019 20:15,1.26,143.379,191.2,28.93,30.68,22286.0,17234.0,2.0460000000000003,293.353434,5.0,4.0,58.6706868,140.31337589999998,3.0656241000000004,287.0811670914,6.272266908599988,7/4/2019 15:15,178,0.0,0,0,278,0.44,1.12,28.0,3.35,96.62,-0.4,1.0,0.0,31.7,0.0,100,6755,96.62,32.6
2019-07-04 20:30:00+00:00,7/4/2019 20:30,1.44,146.583,204.8,28.68,30.12,22345.0,17300.0,2.176,318.964608,4.0,5.0,79.741152,143.3225904,3.2604096000000005,311.8699567104,7.0946512895999945,7/4/2019 15:30,181,0.0,0,0,246,0.33,1.7,27.6,3.36,96.61,-0.4,1.0,0.0,30.6,0.0,100,6752,96.61,31.2
2019-07-04 20:45:00+00:00,7/4/2019 20:45,1.575,142.578,211.2,28.68,30.12,22420.0,17370.0,2.311,329.497758,6.0,5.0,54.916292999999996,139.11531315,3.46268685,321.49548868964996,8.002269310350016,7/4/2019 15:45,231,0.0,0,0,234,0.39,1.4,27.3,3.4,96.59,-0.4,1.0,0.0,30.0,0.0,100,6746,96.59,30.6
2019-07-04 21:00:00+00:00,7/4/2019 21:00,3.51,146.583,456.8,29.43,30.31,22504.0,17441.0,4.396,644.378868,8.0,5.0,80.5473585,139.9962534,6.586746600000001,615.4235299464,28.95533805360003,7/4/2019 16:00,307,0.0,0,0,256,0.41,1.33,27.1,3.34,96.58,-0.4,1.0,0.0,29.7,0.0,100,6747,96.58,30.4
2019-07-04 21:15:00+00:00,7/4/2019 21:15,5.175,144.18,710.4,31.93,32.06,22626.0,17511.0,6.561,945.9649800000001,9.0,4.0,105.10722000000001,134.34932565,9.83067435,881.4659255896499,64.49905441035014,7/4/2019 16:15,554,0.0,0,0,235,0.51,1.82,27.4,3.37,96.56,-0.5,1.0,0.0,30.2,0.0,100,6749,96.57,31.0
2019-07-04 21:30:00+00:00,7/4/2019 21:30,,,,,,22754.555555555555,,,,7.555555555554747,,,,,,,7/4/2019 16:30,589,0.0,0,0,214,0.52,1.34,27.8,3.41,96.55,-0.4,1.0,0.0,31.1,0.0,100,6752,96.56,32.6
2019-07-04 21:45:00+00:00,7/4/2019 21:45,2.25,121.75200000000001,394.4,32.0,34.25,22864.0,17653.0,3.6500000000000004,444.3948000000001,6.0,5.0,74.06580000000001,116.28302250000002,5.468977500000001,424.4330321250001,19.961767874999964,7/4/2019 16:45,518,0.0,0,0,261,0.46,1.28,28.3,3.46,96.54,-0.4,1.0,0.0,31.9,0.0,100,6755,96.55,33.5
2019-07-04 22:00:00+00:00,7/4/2019 22:00,0.855,103.329,228.4,31.18,32.87,22937.0,17724.0,2.091,216.06093900000002,4.0,,54.015234750000005,100.19595014999999,3.1330498500000004,209.50973176365,6.551207236350024,7/4/2019 17:00,353,0.0,0,0,264,0.64,1.76,27.8,3.34,96.53,-0.5,1.0,0.0,31.9,0.0,100,6750,96.54,33.3
2019-07-04 22:15:00+00:00,7/4/2019 22:15,,,,,,22990.8,,,,3.2000000000007276,,,,,,,7/4/2019 17:15,262,0.0,0,0,268,0.35,1.27,27.8,3.32,96.51,-0.5,1.0,0.0,31.4,0.0,100,6745,96.52,32.7
2019-07-04 22:30:00+00:00,7/4/2019 22:30,0.315,134.56799999999998,96.4,29.31,31.43,23037.0,17871.0,1.1769999999999998,158.38653599999995,2.75,,57.595103999999985,132.80444204999998,1.7635579499999998,156.31082829284995,2.075707707150002,7/4/2019 17:30,193,0.0,0,0,282,0.44,1.63,27.9,3.29,96.5,-0.4,0.9,0.0,30.8,0.0,100,6742,96.51,31.6
2019-07-04 22:45:00+00:00,7/4/2019 22:45,0.495,141.77700000000002,90.0,28.93,30.37,23067.0,17944.0,1.2810000000000001,181.61633700000004,1.8888888888905058,,96.14982547050596,139.85761365000002,1.9193863500000004,179.15760308565004,2.458733914350006,7/4/2019 17:45,155,0.0,0,0,316,0.62,1.42,27.9,3.29,96.49,-0.4,1.0,0.0,30.2,0.0,100,6742,96.5,30.8
2019-07-04 23:00:00+00:00,7/4/2019 23:00,-0.045,164.205,60.0,27.87,29.5,23081.0,18018.0,0.5290000000000001,86.86444500000003,0.0,5.0,inf,163.41237285000003,0.7926271500000003,86.44514523765004,0.41929976234999344,7/4/2019 18:00,98,0.0,0,0,310,0.46,1.24,27.6,3.29,96.48,-0.4,1.0,0.0,29.6,0.0,100,6736,96.49,29.9
2019-07-04 23:15:00+00:00,7/4/2019 23:15,0.045,161.80200000000002,42.4,26.87,28.37,23081.0,18091.0,0.4190000000000002,67.79503800000005,0.0,5.0,inf,161.17419135000003,0.6278086500000003,67.53198617565005,0.26305182435000063,7/4/2019 18:15,59,0.0,0,0,269,0.32,0.83,27.0,3.26,96.48,-0.4,1.0,0.0,28.6,0.0,100,6732,96.49,28.8
2019-07-04 23:30:00+00:00,7/4/2019 23:30,0.225,151.389,12.4,26.56,27.68,23081.0,18164.0,0.5369999999999998,81.29589299999998,0.0,5.0,inf,150.58438605,0.8046139499999998,80.86381530884998,0.43207769114999905,7/4/2019 18:30,28,0.0,0,0,321,0.18,0.5,26.8,3.23,96.48,-0.4,0.9,0.0,27.8,0.0,100,6726,96.5,27.7
2019-07-04 23:45:00+00:00,7/4/2019 23:45,0.27,139.374,3.6,25.75,26.87,23081.0,18236.0,0.42000000000000004,58.53708,0.0,5.0,inf,138.74469299999998,0.6293070000000001,58.27277106,0.2643089400000065,7/4/2019 18:45,8,0.0,0,0,341,0.2,0.45,26.2,3.2,96.47,-0.3,0.9,0.0,26.9,0.0,100,6724,96.5,26.7
2019-07-05 00:00:00+00:00,7/5/2019 0:00,0.315,15.219000000000001,1.2,25.12,26.12,23081.0,18307.0,0.3390000000000002,5.159241000000003,0.0,5.0,inf,14.711059350000001,0.5079406500000003,4.9870491196500035,0.17219188034999977,7/4/2019 19:00,1,0.0,0,0,350,0.23,0.52,25.7,3.16,96.48,-0.3,0.9,0.0,26.1,0.0,100,6721,96.5,25.7
2019-07-05 00:15:00+00:00,7/5/2019 0:15,0.45,4.806,0.8,24.75,25.5,23081.0,18377.0,0.4,1.9224,0.0,4.0,inf,4.20666,0.5993400000000001,1.6826640000000002,0.23973599999999995,7/4/2019 19:15,0,0.0,0,0,68,0.18,0.35,25.2,3.11,96.5,-0.3,0.9,0.0,25.4,0.0,100,6717,96.52,25.0
2019-07-05 00:30:00+00:00,7/5/2019 0:30,0.495,0.0,1.2,24.68,25.0,23081.0,18447.0,0.43099999999999994,0.0,0.0,5.0,,-0.64578885,0.64578885,-0.2783349943499999,0.2783349943499999,7/4/2019 19:30,0,0.0,0,0,52,0.46,1.04,25.0,3.08,96.53,-0.3,0.9,0.0,24.9,0.0,100,6716,96.55,24.5
2019-07-05 00:45:00+00:00,7/5/2019 0:45,0.45,0.0,0.8,24.56,24.68,23081.0,18516.0,0.36199999999999977,0.0,0.0,5.0,,-0.5424026999999997,0.5424026999999997,-0.19634977739999976,0.19634977739999976,7/4/2019 19:45,0,0.0,0,0,358,0.33,0.77,24.8,3.08,96.56,-0.3,0.9,0.0,24.6,0.0,100,6714,96.58,24.2
2019-07-05 01:00:00+00:00,7/5/2019 1:00,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 20:00,0,0.0,0,0,6,0.43,0.7,24.6,3.07,96.6,-0.4,0.9,0.0,24.4,0.0,100,6713,96.61,23.9
2019-07-05 01:15:00+00:00,7/5/2019 1:15,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 20:15,0,0.0,0,0,357,0.59,1.15,24.6,3.07,96.64,-0.3,0.9,0.0,24.3,0.0,100,6689,96.65,23.8
2019-07-05 01:30:00+00:00,7/5/2019 1:30,0.495,0.0,0.8,24.25,24.0,23081.0,18718.0,0.345,0.0,0.0,,,-0.51693075,0.51693075,-0.17834110874999998,0.17834110874999998,7/4/2019 20:30,0,0.0,0,0,24,0.48,1.05,24.5,3.07,96.67,-0.4,0.9,0.0,24.2,0.0,100,6705,96.68,23.8
2019-07-05 01:45:00+00:00,7/5/2019 1:45,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 20:45,0,0.0,0,0,89,0.28,1.27,24.3,3.03,96.7,-0.3,0.9,0.0,24.2,,100,6707,96.71,23.7
2019-07-05 02:00:00+00:00,7/5/2019 2:00,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 21:00,0,0.0,0,0,23,0.52,0.85,24.2,3.03,96.72,-0.3,0.9,0.0,24.0,,100,6705,96.72,23.6
2019-07-05 02:15:00+00:00,7/5/2019 2:15,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 21:15,0,0.0,0,0,41,0.88,1.21,24.3,3.03,96.74,-0.3,0.9,0.0,24.0,0.0,100,6704,96.74,23.5
2019-07-05 02:30:00+00:00,7/5/2019 2:30,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 21:30,0,0.0,0,0,67,0.64,1.65,24.3,3.04,96.74,-0.3,0.9,0.0,24.0,0.0,100,6701,96.74,23.5
2019-07-05 02:45:00+00:00,7/5/2019 2:45,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 21:45,0,0.0,0,0,30,0.85,1.48,24.2,3.01,96.74,-0.3,0.8,0.0,23.9,0.0,100,6702,96.74,23.4
2019-07-05 03:00:00+00:00,7/5/2019 3:00,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 22:00,0,0.0,0,0,31,0.85,1.5,24.1,2.99,96.76,-0.3,0.9,0.0,23.8,0.0,100,6703,96.77,23.4
2019-07-05 03:15:00+00:00,7/5/2019 3:15,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 22:15,0,0.0,0,0,40,0.92,1.55,23.9,2.96,96.77,-0.3,0.9,0.0,23.7,0.0,100,6698,96.77,23.2
2019-07-05 03:30:00+00:00,7/5/2019 3:30,0.54,0.8009999999999999,1.2,23.25,22.75,23081.0,18740.0,0.19,0.15219,0.0,0.0,inf,0.5163134999999999,0.2846865,0.09809956499999997,0.05409043500000002,7/4/2019 22:30,0,0.0,0,0,21,0.86,1.27,23.8,2.94,96.78,-0.3,0.9,0.0,23.5,,100,6698,96.78,23.1
2019-07-05 03:45:00+00:00,7/5/2019 3:45,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 22:45,0,0.0,0,0,46,0.81,1.37,24.0,2.97,96.79,-0.3,0.9,0.0,23.5,0.0,100,6697,96.79,23.0
2019-07-05 04:00:00+00:00,7/5/2019 4:00,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 23:00,0,0.0,0,0,36,0.93,1.42,23.8,2.94,96.81,-0.3,0.9,0.0,23.5,0.0,100,6695,96.81,23.0
2019-07-05 04:15:00+00:00,7/5/2019 4:15,,,,,,23081.0,,,,0.0,,,,,,,7/4/2019 23:15,0,0.0,0,0,6,0.89,1.54,24.0,2.94,96.81,-0.3,0.9,0.0,23.4,0.0,100,6695,96.81,22.9
2019-07-05 04:30:00+00:00,7/5/2019 4:30,0.585,0.0,0.8,23.68,22.68,23081.0,18740.0,0.3209999999999999,0.0,0.0,0.0,,-0.4809703499999999,0.4809703499999999,-0.15439148234999991,0.15439148234999991,7/4/2019 23:30,0,0.0,0,0,37,0.74,1.55,23.9,2.96,96.82,-0.3,0.9,0.0,23.5,0.0,100,6694,96.82,22.9
2019-07-05 04:45:00+00:00,7/5/2019 4:45,0.54,0.0,0.8,23.5,22.62,23081.0,18740.0,0.24,0.0,0.0,0.0,,-0.359604,0.359604,-0.08630495999999999,0.08630495999999999,7/4/2019 23:45,0,0.0,0,0,42,0.64,1.06,23.9,2.96,96.83,-0.3,0.9,0.0,23.5,0.0,100,6692,96.83,22.9
2019-07-05 05:00:00+00:00,7/5/2019 5:00,0.54,0.8009999999999999,0.8,23.68,22.68,23081.0,18740.0,0.27599999999999997,0.22107599999999997,0.0,0.0,inf,0.38745539999999995,0.4135446,0.10693769039999998,0.11413830959999999,7/5/2019 0:00,0,0.0,0,0,47,0.48,0.95,24.1,2.98,96.84,-0.3,0.9,0.0,23.6,0.0,100,6693,96.84,22.9
2019-07-05 05:15:00+00:00,7/5/2019 5:15,0.495,0.8009999999999999,0.8,23.75,22.68,23081.0,18740.0,0.245,0.19624499999999998,0.0,0.0,inf,0.43390424999999994,0.36709575,0.10630654124999998,0.08993845874999999,7/5/2019 0:15,0,0.0,0,0,100,0.39,0.83,24.1,2.99,96.84,-0.3,0.9,0.0,23.6,0.0,100,6716,96.84,23.1
2019-07-05 05:30:00+00:00,7/5/2019 5:30,0.495,0.0,0.8,23.81,22.68,23081.0,18740.0,0.25699999999999973,0.0,0.0,0.0,,-0.3850759499999996,0.3850759499999996,-0.09896451914999979,0.09896451914999979,7/5/2019 0:30,0,0.0,0,0,134,0.42,1.02,24.2,2.93,96.85,-0.3,0.9,0.0,23.7,0.0,100,6685,96.84,23.1
2019-07-05 05:45:00+00:00,7/5/2019 5:45,0.495,0.0,0.8,23.68,22.62,23081.0,18740.0,0.23099999999999993,0.0,0.0,0.0,,-0.3461188499999999,0.3461188499999999,-0.07995345434999995,0.07995345434999995,7/5/2019 0:45,0,0.0,0,0,51,0.56,1.22,24.1,3.0,96.86,-0.3,0.9,0.0,23.7,0.0,100,6687,96.85,23.1
2019-07-05 06:00:00+00:00,7/5/2019 6:00,0.495,0.0,0.8,23.93,22.81,23081.0,18740.0,0.2809999999999999,0.0,0.0,0.0,,-0.4210363499999999,0.4210363499999999,-0.11831121434999993,0.11831121434999993,7/5/2019 1:00,0,0.0,0,0,54,0.76,1.28,24.3,3.03,96.85,-0.3,0.9,0.0,23.8,0.0,100,6685,96.85,23.2
2019-07-05 06:15:00+00:00,7/5/2019 6:15,,,,,,23081.0,,,,0.0,,,,,,,7/5/2019 1:15,0,0.0,0,0,62,0.89,1.86,24.4,3.05,96.84,-0.3,0.9,0.0,23.9,0.0,100,6685,96.84,23.3
2019-07-05 06:30:00+00:00,7/5/2019 6:30,0.54,0.0,0.8,23.93,22.81,23081.0,18740.0,0.32599999999999996,0.0,0.0,0.0,,-0.48846209999999995,0.48846209999999995,-0.15923864459999995,0.15923864459999995,7/5/2019 1:30,0,0.0,0,0,72,0.56,1.12,24.4,3.06,96.84,-0.3,0.9,0.0,24.0,0.0,100,6685,96.83,23.4
2019-07-05 06:45:00+00:00,7/5/2019 6:45,0.54,0.0,2.4,23.81,22.68,23081.0,18740.0,0.30199999999999977,0.0,0.0,0.0,,-0.4525016999999997,0.4525016999999997,-0.1366555133999998,0.1366555133999998,7/5/2019 1:45,0,0.0,0,0,63,0.78,1.44,24.4,3.05,96.82,-0.3,0.9,0.0,24.0,,100,6682,96.82,23.3
2019-07-05 07:00:00+00:00,7/5/2019 7:00,0.54,0.8009999999999999,0.8,23.81,22.62,23081.0,18740.0,0.30199999999999977,0.24190199999999978,0.0,0.0,inf,0.34849830000000026,0.4525016999999997,0.1052464866,0.1366555133999998,7/5/2019 2:00,0,0.0,0,0,51,0.54,1.06,24.4,3.04,96.81,-0.3,0.9,0.0,23.9,0.0,100,6682,96.8,23.3
2019-07-05 07:15:00+00:00,7/5/2019 7:15,0.495,0.0,1.2,23.12,22.25,23081.0,18740.0,0.11900000000000016,0.0,0.0,0.0,,-0.17830365000000026,0.17830365000000026,-0.02121813435000006,0.02121813435000006,7/5/2019 2:15,0,0.0,0,0,22,0.79,1.22,23.8,2.94,96.81,-0.3,0.9,0.0,23.8,,100,6681,96.81,23.1
2019-07-05 07:30:00+00:00,7/5/2019 7:30,0.54,0.0,1.2,23.0,22.06,23081.0,18740.0,0.14,0.0,0.0,0.0,,-0.20976900000000004,0.20976900000000004,-0.029367660000000007,0.029367660000000007,7/5/2019 2:30,0,0.0,0,0,15,0.95,1.49,23.4,2.88,96.8,-0.3,0.8,0.0,23.4,0.0,100,6682,96.79,22.9
2019-07-05 07:45:00+00:00,7/5/2019 7:45,0.54,0.0,0.8,23.18,22.0,23081.0,18740.0,0.17599999999999993,0.0,0.0,0.0,,-0.26370959999999993,0.26370959999999993,-0.04641288959999997,0.04641288959999997,7/5/2019 2:45,0,0.0,0,0,13,0.79,1.3,23.6,2.91,96.76,-0.3,0.9,0.0,23.2,0.0,100,6679,96.76,22.7
2019-07-05 08:00:00+00:00,7/5/2019 8:00,0.585,0.8009999999999999,1.2,22.68,21.75,23081.0,18740.0,0.12099999999999989,0.0969209999999999,0.0,0.0,inf,0.61969965,0.18130034999999983,0.07498365764999994,0.021937342349999958,7/5/2019 3:00,0,0.0,0,0,33,1.21,2.5,23.4,2.86,96.74,-0.3,0.9,0.0,23.1,0.0,100,6682,96.73,22.6
2019-07-05 08:15:00+00:00,7/5/2019 8:15,0.585,0.0,1.2,22.68,21.68,23081.0,18740.0,0.12099999999999989,0.0,0.0,0.0,,-0.18130034999999983,0.18130034999999983,-0.021937342349999958,0.021937342349999958,7/5/2019 3:15,0,0.0,0,0,21,1.59,2.4,23.3,2.86,96.73,-0.3,0.9,0.0,23.0,0.0,100,6679,96.73,22.5
2019-07-05 08:30:00+00:00,7/5/2019 8:30,0.585,0.0,0.8,22.68,21.5,23081.0,18740.0,0.12099999999999989,0.0,0.0,0.0,,-0.18130034999999983,0.18130034999999983,-0.021937342349999958,0.021937342349999958,7/5/2019 3:30,0,0.0,0,0,50,0.97,1.88,23.5,2.84,96.74,-0.3,0.9,0.0,22.8,0.0,100,6678,96.74,22.2
2019-07-05 08:45:00+00:00,7/5/2019 8:45,,,,,,23081.0,,,,0.0,,,,,,,7/5/2019 3:45,0,0.0,0,0,79,0.71,2.19,23.0,2.75,96.74,-0.3,0.9,0.0,22.6,0.0,100,6676,96.74,21.8
2019-07-05 09:00:00+00:00,7/5/2019 9:00,0.72,0.8009999999999999,1.2,22.93,21.5,23081.0,18740.0,0.3059999999999999,0.24510599999999988,0.0,0.0,inf,0.3425049000000001,0.4584950999999998,0.10480649939999999,0.1402995005999999,7/5/2019 4:00,0,0.0,0,0,60,0.65,1.75,23.0,2.76,96.75,-0.3,0.9,0.0,22.5,0.0,100,6677,96.75,21.8
2019-07-05 09:15:00+00:00,7/5/2019 9:15,0.585,0.0,1.2,22.68,21.68,23081.0,18740.0,0.12099999999999989,0.0,0.0,0.0,,-0.18130034999999983,0.18130034999999983,-0.021937342349999958,0.021937342349999958,7/5/2019 4:15,0,0.0,0,0,72,0.3,1.05,23.3,2.84,96.75,-0.3,0.9,0.0,22.8,0.0,100,6674,96.75,22.1
2019-07-05 09:30:00+00:00,7/5/2019 9:30,,,,,,23081.0,,,,0.0,,,,,,,7/5/2019 4:30,0,0.0,0,0,60,0.55,1.36,23.3,2.86,96.76,-0.3,0.9,0.0,22.9,0.0,100,6675,96.76,22.2
2019-07-05 09:45:00+00:00,7/5/2019 9:45,,,,,,23081.0,,,,0.0,,,,,,,7/5/2019 4:45,0,0.0,0,0,56,0.84,1.28,23.5,2.88,96.75,-0.3,0.9,0.0,23.0,0.0,100,6675,96.75,22.3
2019-07-05 10:00:00+00:00,7/5/2019 10:00,0.54,0.0,1.2,22.31,21.5,23081.0,18740.0,0.0019999999999997797,0.0,0.0,0.0,,-0.00299669999999967,0.00299669999999967,-5.99339999999868e-06,5.99339999999868e-06,7/5/2019 5:00,0,0.0,0,0,37,1.01,2.03,23.1,2.83,96.72,-0.3,0.9,0.0,23.0,,100,6673,96.72,22.3
2019-07-05 10:15:00+00:00,7/5/2019 10:15,,,,,,23081.0,,,,0.0,,,,,,,7/5/2019 5:15,0,0.0,0,0,36,1.67,2.95,22.6,2.74,96.72,-0.3,0.9,0.0,22.6,,100,6673,96.72,22.0
2019-07-05 10:30:00+00:00,7/5/2019 10:30,0.72,0.8009999999999999,1.2,22.43,20.56,23081.0,18740.0,0.20599999999999985,0.16500599999999987,0.0,0.0,inf,0.49233990000000016,0.30866009999999977,0.10142201939999997,0.06358398059999991,7/5/2019 5:30,0,0.017,0,0,49,1.06,1.94,22.4,2.68,96.75,-0.3,0.9,1.0,22.0,0.0,100,6669,96.74,21.5
