06-01224,Port 1,,,,,,,,,,,,,,,Port 7,,Port 8,
# Record: 1344,ATMOS 41 All-in-one Weather Station,,,,,,,,,,,,,,,Battery,,Barometer,
Timestamp,W/m? Solar Radiation,mm Precipitation, Lightning Activity,km Lightning Distance,¡ Wind Direction,m/s Wind Speed,m/s Gust Speed,¡C Air Temperature,kPa Vapor Pressure,kPa Atmospheric Pressure,¡ X-axis Level,¡ Y-axis Level,mm/h Max Precip Rate,¡C RH Sensor Temp,kPa VPD,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,¡C Logger Temperature
6/28/2019 10:00,708,0,0,0,246,0.69,2.43,27,3.45,96.69,-0.4,1,0,32.1,0,100,6595,96.68,30.8
6/28/2019 10:15,405,0,0,0,235,0.53,1.07,26.5,3.35,96.72,-0.4,1,0,31.5,0,100,6596,96.7,31.4
6/28/2019 10:30,352,0,0,0,211,0.42,1.03,26.2,3.31,96.72,-0.3,1,0,30.7,0,100,6593,96.71,31
6/28/2019 10:45,298,0,0,0,255,0.44,1.29,26.2,3.31,96.71,-0.4,1,0,29.9,0,100,6594,96.7,30.4
6/28/2019 11:00,347,0,0,0,238,0.41,1.62,25.8,3.27,96.72,-0.4,1,0,29.5,0,100,6596,96.7,29.9
6/28/2019 11:15,526,0,0,0,236,0.45,1.43,26.2,3.29,96.7,-0.3,0.8,0,29.5,0,100,6601,96.7,29.9
6/28/2019 11:30,424,0,0,0,225,0.56,1.21,26.1,3.33,96.7,-0.4,1,0,30.1,0,100,6604,96.7,30.5
6/28/2019 11:45,468,0,0,0,208,0.51,1.12,26.2,3.33,96.71,-0.4,1,0,29.9,0,100,6606,96.71,30.4
6/28/2019 12:00,508,0,0,0,243,0.49,1.28,26.4,3.32,96.7,-0.4,1,0,30,0,100,6609,96.7,30.6
6/28/2019 12:15,346,0,0,0,236,0.38,1.08,26.3,3.33,96.7,-0.4,0.9,0,30.1,0,100,6607,96.69,30.8
6/28/2019 12:30,351,0,0,0,262,0.56,1.34,26.3,3.33,96.69,-0.4,0.9,0,29.9,0,100,6607,96.68,30.5
6/28/2019 12:45,283,0,0,0,235,0.47,1.81,26.2,3.3,96.67,-0.4,0.9,0,29.5,0,100,6606,96.67,30
6/28/2019 13:00,480,0,0,0,255,0.5,1.14,26,3.32,96.64,-0.3,1,0,29.3,0,100,6609,96.65,29.7
6/28/2019 13:15,1060,0,0,0,246,0.63,1.55,27.6,3.45,96.61,0.2,0.9,0,30.5,0,100,6622,96.62,31.3
6/28/2019 13:30,979,0,0,0,254,0.79,1.78,28.2,3.51,96.59,-0.3,1,0,32,0,100,6628,96.6,33.3
6/28/2019 13:45,562,0,0,0,267,0.75,1.79,28.1,3.57,96.59,-0.4,1,0,32.5,0,100,6630,96.59,33.6
6/28/2019 14:00,246,0,0,0,305,0.8,1.87,27.7,3.46,96.58,-0.3,1,0,31.8,0,100,6625,96.58,32.6
6/28/2019 14:15,120,0.051,0,0,278,0.66,2.27,26.9,3.32,96.57,-0.2,0.9,3.1,30.3,0,100,6621,96.57,30.9
6/28/2019 14:30,153,0.953,0,0,262,0.81,1.81,25.7,3.22,96.53,-0.4,0.9,11.2,28.6,0,100,6614,96.54,28.9
6/28/2019 14:45,295,0.817,0,0,195,0.59,1.84,24.6,3.09,96.49,-0.3,0.9,11.2,27.3,0,100,6612,96.52,27.5
6/28/2019 15:00,283,1.004,0,0,189,0.49,1.13,24.2,3.02,96.46,-0.3,0.9,18.4,26.6,#N/A,100,6613,96.5,26.8
6/28/2019 15:15,412,0.034,0,0,221,0.54,1.43,24.7,3.09,96.46,-0.4,0.9,1,26.8,0,100,6610,96.5,26.9
6/28/2019 15:30,555,0,0,0,197,0.52,1.23,25,3.15,96.47,-0.4,0.9,0,27.6,0,100,6615,96.51,27.9
6/28/2019 15:45,642,0,0,0,233,0.53,1.83,25.4,3.22,96.48,-0.4,0.9,0,28.1,0,100,6619,96.5,28.3
6/28/2019 16:00,374,0,0,0,254,0.71,1.94,25.3,3.22,96.51,-0.4,0.9,0,28.5,0,100,6621,96.52,28.7
6/28/2019 16:15,386,0,0,0,281,0.7,1.61,25.5,3.18,96.49,-0.4,0.9,0,28.4,0,100,6622,96.5,28.3
6/28/2019 16:30,269,0,1,12,229,0.31,0.8,25.5,3.16,96.45,-0.4,0.9,0,28.3,0,100,6619,96.47,28.4
6/28/2019 16:45,116,0,0,0,308,0.41,0.93,26,3.16,96.48,-0.4,0.9,0,28,0,100,6616,96.5,28
6/28/2019 17:00,94,0,0,0,333,0.64,1.44,25.5,3.17,96.45,-0.3,0.9,0,27.3,0,100,6617,96.49,27.1
6/28/2019 17:15,46,0,0,0,317,0.92,1.59,25.2,3.12,96.47,-0.3,0.9,0,26.5,0,100,6610,96.51,26.2
6/28/2019 17:30,30,0,0,0,16,1.1,1.64,25,3.07,96.45,-0.3,1,0,25.8,0,100,6609,96.48,25.5
6/28/2019 17:45,26,0,0,0,0,1.02,1.82,24.8,3.03,96.44,-0.3,0.9,0,25.3,0,100,6607,96.47,25
6/28/2019 18:00,19,0,0,0,348,0.9,2.23,24.7,3.08,96.45,-0.3,1,0,25,0,100,6607,96.47,24.7
6/28/2019 18:15,14,0,0,0,340,1.07,2.26,24.6,3.08,96.44,-0.4,0.9,0,24.8,0,100,6605,96.45,24.5
6/28/2019 18:30,9,0,0,0,20,0.92,2.28,24.8,3.03,96.43,-0.4,0.9,0,24.6,0,100,6600,96.45,24.3
6/28/2019 18:45,4,0,0,0,7,0.8,1.47,24.7,2.96,96.45,-0.3,0.8,0,24.6,0,100,6601,96.47,24.2
6/28/2019 19:00,0,0,0,0,55,0.95,1.6,24.4,2.95,96.45,-0.3,1,0,24.4,0,100,6598,96.47,23.9
6/28/2019 19:15,0,0,0,0,43,0.83,1.49,24.4,2.87,96.44,-0.4,0.9,0,24.3,0,100,6599,96.46,23.7
6/28/2019 19:30,0,0,0,0,154,0.34,1.05,23.9,2.92,96.45,-0.3,0.9,0,24.1,0,100,6599,96.48,23.6
6/28/2019 19:45,0,0,0,0,176,0.24,0.64,23.9,2.96,96.47,-0.3,0.9,0,24,#N/A,100,6597,96.49,23.6
6/28/2019 20:00,0,0,0,0,166,0.29,0.8,23.9,2.96,96.52,-0.3,0.9,0,23.9,0,100,6597,96.54,23.6
6/28/2019 20:15,0,0,0,0,158,0.48,1.59,23.8,2.96,96.57,-0.3,0.9,0,23.9,#N/A,100,6595,96.59,23.6
6/28/2019 20:30,0,0,0,0,166,0.75,1.48,23.8,2.94,96.61,-0.3,0.9,0,23.9,#N/A,100,6594,96.62,23.6
6/28/2019 20:45,0,0,0,0,217,0.35,0.88,23.8,2.95,96.63,-0.3,0.9,0,23.9,#N/A,100,6594,96.64,23.6
6/28/2019 21:00,0,0,0,0,309,0.26,0.65,23.9,2.95,96.66,-0.4,0.9,0,23.8,0,100,6594,96.67,23.5
6/28/2019 21:15,0,0,0,0,157,0.27,0.96,23.8,2.95,96.68,-0.3,0.9,0,23.9,#N/A,100,6594,96.69,23.5
6/28/2019 21:30,0,0,0,0,237,0.32,0.88,23.7,2.92,96.69,-0.3,0.9,0,23.8,0,100,6594,96.7,23.4
6/28/2019 21:45,0,0,0,0,356,0.27,0.56,23.7,2.93,96.7,-0.3,0.9,0,23.7,#N/A,100,6592,96.71,23.4
6/28/2019 22:00,0,0,0,0,53,0.51,0.9,23.7,2.93,96.71,-0.3,0.9,0,23.7,0,100,6592,96.72,23.3
6/28/2019 22:15,0,0,0,0,347,0.44,1.22,23.7,2.93,96.72,-0.3,0.9,0,23.7,0,100,6590,96.73,23.3
6/28/2019 22:30,0,0,0,0,337,0.67,1.26,23.7,2.93,96.73,-0.3,0.9,0,23.6,#N/A,100,6590,96.75,23.3
6/28/2019 22:45,0,0,0,0,3,0.34,0.6,23.7,2.93,96.75,-0.3,0.9,0,23.7,#N/A,100,6590,96.76,23.4
6/28/2019 23:00,0,0,0,0,40,0.66,1.11,23.5,2.88,96.76,-0.3,0.9,0,23.6,0,100,6585,96.77,23.3
6/28/2019 23:15,0,0,0,0,23,0.67,1.18,23.5,2.89,96.77,-0.3,0.9,0,23.5,0,100,6586,96.77,23.1
6/28/2019 23:30,0,0,0,0,14,1.34,2.47,23.4,2.87,96.75,-0.3,0.9,0,23.4,0,100,6589,96.76,23
6/28/2019 23:45,0,0,0,0,6,1.29,2.29,23.5,2.89,96.74,-0.3,0.9,0,23.3,#N/A,100,6586,96.75,23
6/29/2019 0:00,0,0,0,0,357,1.17,2.36,23.5,2.89,96.73,-0.3,0.9,0,23.3,0,100,6587,96.74,23
6/29/2019 0:15,0,0,0,0,12,1.36,1.91,23.4,2.88,96.71,-0.3,0.9,0,23.3,#N/A,100,6604,96.71,23
6/29/2019 0:30,0,0,0,0,3,0.9,1.94,23.2,2.77,96.69,-0.3,0.9,0,23.2,0,100,6577,96.7,22.8
6/29/2019 0:45,0,0,0,0,4,0.77,1.09,23.1,2.83,96.7,-0.3,0.8,0,23,#N/A,100,6576,96.7,22.6
6/29/2019 1:00,0,0,0,0,17,0.64,1.01,23,2.81,96.69,-0.4,0.9,0,22.9,#N/A,100,6575,96.7,22.5
6/29/2019 1:15,0,0,0,0,34,0.63,1.26,23.2,2.84,96.7,-0.3,0.8,0,23,0,100,6575,96.7,22.6
6/29/2019 1:30,0,0,0,0,10,1.06,1.8,23.3,2.84,96.67,-0.3,0.9,0,23.1,0,100,6575,96.68,22.7
6/29/2019 1:45,0,0,0,0,6,1.26,2.56,23.2,2.83,96.64,-0.3,0.9,0,23,0,100,6573,96.65,22.6
6/29/2019 2:00,0,0,0,0,8,1.02,1.63,23,2.81,96.63,-0.3,0.9,0,22.9,0,100,6571,96.64,22.5
6/29/2019 2:15,0,0,0,0,23,0.95,1.56,22.8,2.77,96.62,-0.3,0.8,0,22.7,#N/A,100,6572,96.62,22.3
6/29/2019 2:30,0,0,0,0,27,0.82,1.17,22.7,2.76,96.6,-0.3,0.8,0,22.6,0,100,6574,96.61,22.2
6/29/2019 2:45,0,0,0,0,35,0.65,1.07,22.9,2.79,96.59,-0.3,0.9,0,22.6,0,100,6571,96.6,22.1
6/29/2019 3:00,0,0,0,0,5,0.87,1.56,22.9,2.79,96.57,-0.3,0.9,0,22.7,#N/A,100,6575,96.57,22.3
6/29/2019 3:15,0,0,0,0,0,0.9,1.54,23,2.81,96.57,-0.3,0.8,0,22.7,#N/A,100,6570,96.57,22.3
6/29/2019 3:30,0,0,0,0,11,0.85,1.12,22.9,2.78,96.57,-0.3,0.8,0,22.7,#N/A,100,6570,96.57,22.3
6/29/2019 3:45,0,0,0,0,27,0.81,1.34,22.7,2.76,96.55,-0.3,0.9,0,22.6,#N/A,100,6571,96.55,22.2
6/29/2019 4:00,0,0,0,0,17,1.04,1.42,22.7,2.76,96.53,-0.3,0.9,0,22.5,0,100,6568,96.54,22.1
6/29/2019 4:15,0,0,0,0,22,0.93,1.18,22.6,2.74,96.55,-0.3,0.9,0,22.4,#N/A,100,6567,96.55,22
6/29/2019 4:30,0,0,0,0,6,1.01,1.95,22.5,2.73,96.55,-0.3,0.9,0,22.3,#N/A,100,6567,96.55,21.9
6/29/2019 4:45,0,0,0,0,16,1.21,1.82,22.4,2.7,96.56,-0.3,0.8,0,22.2,#N/A,100,6569,96.57,21.8
6/29/2019 5:00,0,0,0,0,27,1.05,1.52,22.3,2.69,96.57,-0.4,0.9,0,22.1,0,100,6567,96.58,21.7
6/29/2019 5:15,0,0,0,0,22,0.92,1.24,22.3,2.69,96.59,-0.3,0.9,0,22.1,#N/A,100,6567,96.59,21.7
6/29/2019 5:30,0,0,0,0,17,0.73,1.58,22.3,2.69,96.6,-0.3,0.9,0,22,0,100,6567,96.61,21.6
6/29/2019 5:45,0,0,0,0,14,0.9,1.39,22.7,2.75,96.61,-0.3,0.9,0,22.2,0,100,6566,96.62,21.9
6/29/2019 6:00,0,0,0,0,3,0.79,1.16,22.8,2.77,96.63,-0.3,0.9,0,22.5,#N/A,100,6565,96.63,22.1
6/29/2019 6:15,0,0,0,0,18,0.81,1.1,22.9,2.78,96.64,-0.3,0.9,0,22.7,0,100,6568,96.65,22.2
6/29/2019 6:30,4,0,0,0,34,1.1,1.5,22.9,2.8,96.66,-0.3,0.8,0,22.7,#N/A,100,6566,96.67,22.3
6/29/2019 6:45,25,0,0,0,12,1.07,1.59,23.1,2.82,96.69,-0.3,0.9,0,22.8,#N/A,100,6562,96.69,22.4
6/29/2019 7:00,69,0,0,0,3,1.04,1.46,23.2,2.83,96.72,-0.3,0.9,0,23.1,0,100,6562,96.73,22.6
6/29/2019 7:15,103,0,0,0,9,1.44,2.21,23.4,2.88,96.74,-0.3,0.9,0,23.5,#N/A,100,6564,96.74,22.9
6/29/2019 7:30,172,0,0,0,7,1.27,1.79,23.7,2.93,96.75,-0.3,0.9,0,24.2,0,100,6575,96.76,23.1
6/29/2019 7:45,261,0,0,0,344,1.26,2.01,24.1,3,96.76,-0.3,0.9,0,25.5,0,100,6584,96.78,23.8
6/29/2019 8:00,332,0,0,0,330,1.34,2.81,24.6,3.09,96.77,-0.2,1,0,27.1,#N/A,100,6596,96.78,24.7
6/29/2019 8:15,312,0,0,0,332,1.46,2.78,24.7,3.11,96.75,-0.3,0.9,0,27.9,0,100,6606,96.77,25.7
6/29/2019 8:30,277,0,0,0,319,1.72,3.52,24.5,3.08,96.76,-0.3,0.9,0,27.8,0,100,6609,96.78,26.3
6/29/2019 8:45,414,0,0,0,316,1.85,4.77,24.8,3.11,96.75,-0.3,0.9,0,27.9,0,100,6619,96.78,26.6
6/29/2019 9:00,307,0,0,0,313,1.81,3.48,24.9,3.11,96.78,-0.3,0.9,0,28.2,0,100,6620,96.81,27.3
6/29/2019 9:15,264,0,0,0,312,1.7,3.53,24.9,3.04,96.82,-0.3,1,0,27.5,0,100,6622,96.84,27.2
6/29/2019 9:30,502,0,0,0,332,1.32,2.6,25.4,3.1,96.8,-0.3,0.9,0,27.9,0,100,6634,96.84,27.2
6/29/2019 9:45,296,0,0,0,329,1.81,3.2,25.2,3.13,96.8,-0.4,0.9,0,28.7,0,100,6632,96.83,28
6/29/2019 10:00,452,0,0,0,319,1.44,2.94,25.5,3.13,96.78,-0.2,0.9,0,28.8,0,100,6641,96.82,28
6/29/2019 10:15,642,0,0,0,310,1.61,3.51,26.1,3.18,96.8,-0.4,1,0,29.9,0,100,6653,96.83,28.9
6/29/2019 10:30,728,0,0,0,329,1.02,3.28,26.9,3.19,96.81,-0.5,1,0,31.3,0,100,6662,96.83,30.5
6/29/2019 10:45,408,0,0,0,313,1.25,2.57,26.9,3.18,96.82,-0.4,1.1,0,31.9,0,100,6660,96.83,31.6
6/29/2019 11:00,720,0,0,0,284,1.06,2.21,27.3,3.16,96.8,-0.4,1,0,31.5,0,100,6669,96.81,31.4
6/29/2019 11:15,513,0,0,0,293,0.88,1.86,27.4,3.27,96.8,-0.4,0.8,0,32,0,100,6671,96.81,32.4
6/29/2019 11:30,843,0,0,0,276,0.71,1.57,27.8,3.21,96.79,-0.4,1,0,32.1,1,100,6679,96.81,32.7
6/29/2019 11:45,719,0,0,0,288,0.73,1.73,28.3,3.34,96.79,-0.4,1,0,32.8,0,100,6683,96.82,33.7
6/29/2019 12:00,606,0,0,0,271,0.66,1.56,28.2,3.34,96.78,-0.4,1,0,33.1,0,100,6686,96.81,34.3
6/29/2019 12:15,962,0,0,0,253,0.87,2.22,28.5,3.33,96.78,-0.4,1,0,33.2,1,100,6690,96.8,34.6
6/29/2019 12:30,779,0,0,0,254,0.69,2.63,28.7,3.35,96.76,-0.4,1,0,33.3,1,100,6694,96.79,35
6/29/2019 12:45,665,0,0,0,258,0.55,1.91,28.6,3.4,96.75,-0.4,1,0,33.4,1,100,6692,96.77,35.1
6/29/2019 13:00,608,0,0,0,264,0.75,2.35,28.3,3.39,96.73,-0.4,1,0,33,0,100,6690,96.75,34.6
6/29/2019 13:15,679,0,0,0,261,0.91,1.95,28.5,3.4,96.71,-0.4,1,0,32.9,0,100,6692,96.74,34.2
6/29/2019 13:30,203,0,0,0,293,0.66,2.01,27.9,3.35,96.72,-0.4,1,0,31.9,0,100,6682,96.74,33
6/29/2019 13:45,298,0,0,0,283,0.68,1.34,27.2,3.28,96.71,-0.4,0.9,0,30.7,0,100,6673,96.72,31.7
6/29/2019 14:00,359,0,1,27,258,0.65,2.2,27,3.3,96.68,-0.3,0.9,0,30.4,0,100,6676,96.71,31.4
6/29/2019 14:15,174,0,1,20,237,0.36,0.97,26.9,3.29,96.68,-0.3,1,0,30,0,100,6670,96.7,30.8
6/29/2019 14:30,115,0,0,0,317,0.83,2.26,26.8,3.23,96.68,-0.4,0.9,0,29.2,0,100,6668,96.69,29.8
6/29/2019 14:45,123,0,0,0,311,0.51,1.49,26.3,3.19,96.65,-0.4,1,0,28.3,0,100,6665,96.68,28.6
6/29/2019 15:00,138,0,0,0,303,0.65,1.27,26.2,3.19,96.63,-0.4,1,0,27.8,0,100,6661,96.67,28
6/29/2019 15:15,111,0,0,0,315,0.91,1.69,26.1,3.21,96.62,-0.4,0.9,0,27.5,0,100,6663,96.66,27.6
6/29/2019 15:30,146,0,0,0,316,1.05,3.02,25.7,3.18,96.62,-0.3,0.9,0,27.2,0,100,6659,96.65,27.3
6/29/2019 15:45,163,0,0,0,315,1,2.24,25.5,3.18,96.61,-0.3,0.9,0,27.1,0,100,6659,96.64,27.1
6/29/2019 16:00,166,0,0,0,309,1.1,2.41,25.6,3.2,96.6,-0.3,0.9,0,27,0,100,6657,96.63,26.9
6/29/2019 16:15,275,0,0,0,303,1.37,2.89,25.3,3.16,96.57,-0.4,0.9,0,27.1,0,100,6658,96.6,27
6/29/2019 16:30,245,0,0,0,284,1.06,2.04,25.3,3.16,96.55,-0.3,0.9,0,27.2,0,100,6658,96.6,27.2
6/29/2019 16:45,231,0,0,0,303,0.81,1.89,25.6,3.18,96.57,-0.4,0.9,0,27.5,0,100,6659,96.61,27.3
6/29/2019 17:00,252,0,0,0,311,1.14,2.02,25.7,3.2,96.58,-0.3,0.9,0,27.7,0,100,6660,96.62,27.5
6/29/2019 17:15,227,0,0,0,305,0.96,2.12,25.8,3.22,96.62,-0.4,0.9,0,27.8,0,100,6660,96.66,27.5
6/29/2019 17:30,275,0,0,0,300,0.82,2.09,25.8,3.23,96.64,-0.4,0.9,0,28,0,100,6662,96.68,28
6/29/2019 17:45,87,0.017,0,0,315,0.84,1.35,25.8,3.21,96.65,-0.3,0.9,1,27.7,0,100,6660,96.68,27.5
6/29/2019 18:00,36,0.017,0,0,313,0.6,1.17,25.6,3.16,96.67,-0.3,0.9,1,26.9,0,100,6657,96.7,26.6
6/29/2019 18:15,20,0.034,0,0,316,0.71,1.42,25.4,3.12,96.7,-0.3,1,1,26.3,0,100,6653,96.72,26.1
6/29/2019 18:30,11,0.017,0,0,315,0.86,1.31,25.2,3.11,96.71,-0.3,0.9,1,25.8,0,100,6651,96.73,25.6
6/29/2019 18:45,3,0,0,0,334,0.74,1.83,25,3.08,96.72,-0.3,0.9,0,25.4,0,100,6647,96.74,25.2
6/29/2019 19:00,0,0,0,0,327,1.07,1.66,24.8,3.01,96.75,-0.3,0.9,0,25.1,0,100,6647,96.77,24.9
6/29/2019 19:15,0,0,0,0,335,1.01,1.58,24.5,3.02,96.75,-0.3,0.9,0,24.8,0,100,6646,96.76,24.6
6/29/2019 19:30,0,0,0,0,326,1.22,3.18,24.5,3.05,96.77,-0.3,0.9,0,24.7,0,100,6644,96.78,24.4
6/29/2019 19:45,0,0,0,0,335,1.26,2.46,24.6,3.08,96.79,-0.3,0.9,0,24.6,0,100,6643,96.8,24.4
6/29/2019 20:00,0,0,0,0,332,1.24,2.41,24.6,3.08,96.82,-0.4,0.9,0,24.6,#N/A,100,6644,96.82,24.4
6/29/2019 20:15,0,0,0,0,340,0.98,1.89,24.5,3.08,96.84,-0.3,0.9,0,24.6,#N/A,100,6641,96.85,24.3
6/29/2019 20:30,0,0,0,0,329,1.11,2.63,24.5,3.07,96.85,-0.3,0.9,0,24.5,0,100,6638,96.85,24.3
6/29/2019 20:45,0,0,0,0,342,1.07,2.12,24.4,3.06,96.85,-0.4,0.9,0,24.5,#N/A,100,6638,96.86,24.1
6/29/2019 21:00,0,0.085,5,13,350,1.07,2.6,24.4,3.05,96.86,-0.3,0.9,1,24.3,0,100,6639,96.87,24
6/29/2019 21:15,0,0.017,4,10,347,1.29,3.05,24.4,3.04,96.85,-0.3,0.9,1,24.2,0,100,6638,96.86,23.8
6/29/2019 21:30,0,0.034,2,11,357,0.96,2.22,24.2,3,96.85,-0.3,0.9,1,24.1,0,100,6637,96.86,23.6
6/29/2019 21:45,0,0,0,0,336,1.09,2.11,24.2,2.99,96.88,-0.3,0.9,0,23.9,0,100,6635,96.89,23.5
6/29/2019 22:00,0,0.017,0,0,10,1.23,2.55,24,2.98,96.87,-0.3,0.9,1,23.9,0,100,6633,96.87,23.4
