06-01224,Port 1,,,,,,,,,,,,,,,Port 7,,Port 8,
# Record: 1344,ATMOS 41 All-in-one Weather Station,,,,,,,,,,,,,,,Battery,,Barometer,
Timestamp,W/m? Solar Radiation,mm Precipitation, Lightning Activity,km Lightning Distance,¡ Wind Direction,m/s Wind Speed,m/s Gust Speed,¡C Air Temperature,kPa Vapor Pressure,kPa Atmospheric Pressure,¡ X-axis Level,¡ Y-axis Level,mm/h Max Precip Rate,¡C RH Sensor Temp,kPa VPD,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,¡C Logger Temperature
6/29/2019 22:15,0,0,0,0,2,0.82,1.52,24,2.98,96.89,-0.3,0.9,0,23.8,0,100,6632,96.89,23.3
6/29/2019 22:30,0,0,0,0,21,0.64,1.06,23.7,2.94,96.88,-0.3,0.9,0,23.7,#N/A,100,6634,96.89,23.1
6/29/2019 22:45,0,0,0,0,11,0.78,1.35,23.7,2.94,96.88,-0.3,0.9,0,23.5,0,100,6625,96.89,23.1
6/29/2019 23:00,0,0,0,0,7,0.92,2.09,23.9,2.96,96.88,-0.3,0.8,0,23.6,0,100,6628,96.88,23.2
6/29/2019 23:15,0,0,0,0,13,1.34,2.27,23.9,2.97,96.87,-0.3,0.8,0,23.6,0,100,6625,96.88,23.2
6/29/2019 23:30,0,0,0,0,8,0.99,1.92,24,2.97,96.87,-0.3,0.9,0,23.7,0,100,6625,96.88,23.2
6/29/2019 23:45,0,0,0,0,1,0.83,1.8,24,2.98,96.89,-0.3,0.9,0,23.8,0,100,6625,96.89,23.3
6/30/2019 0:00,0,0,0,0,347,0.68,1.26,24,2.98,96.89,-0.3,0.8,0,23.8,#N/A,100,6625,96.89,23.4
6/30/2019 0:15,0,0,0,0,358,0.83,1.56,23.8,2.95,96.88,-0.3,0.9,0,23.8,#N/A,100,6645,96.89,23.3
6/30/2019 0:30,0,0,0,0,6,1.07,2.83,23.8,2.87,96.87,-0.3,0.9,0,23.6,0,100,6622,96.87,23.1
6/30/2019 0:45,0,0,0,0,354,0.82,2.32,23.6,2.91,96.84,-0.3,0.9,0,23.5,#N/A,100,6619,96.84,23
6/30/2019 1:00,0,0,0,0,9,1.08,2.17,23.6,2.9,96.82,-0.3,0.9,0,23.3,0,100,6618,96.83,22.8
6/30/2019 1:15,0,0,0,0,16,0.76,1.5,23.3,2.87,96.81,-0.3,0.9,0,23.2,#N/A,100,6616,96.82,22.7
6/30/2019 1:30,0,0,0,0,23,1.26,2.1,23.1,2.82,96.77,-0.3,0.9,0,23,0,100,6616,96.77,22.5
6/30/2019 1:45,0,0.017,0,0,20,1.57,2.13,23.4,2.87,96.76,-0.3,0.8,1,23,0,100,6617,96.76,22.6
6/30/2019 2:00,0,0,0,0,16,1.74,2.77,23.4,2.87,96.74,-0.3,0.9,0,23,0,100,6616,96.75,22.6
6/30/2019 2:15,0,0,0,0,19,1.88,2.85,23.4,2.88,96.73,-0.3,0.9,0,23,0,100,6617,96.74,22.6
6/30/2019 2:30,0,0.017,0,0,13,1.75,2.94,23.3,2.87,96.71,-0.3,0.8,1,23.1,#N/A,100,6615,96.71,22.6
6/30/2019 2:45,0,0,0,0,13,1.38,2.54,23.1,2.83,96.69,-0.3,0.9,0,23,0,100,6613,96.69,22.5
6/30/2019 3:00,0,0,0,0,26,0.91,1.64,23,2.81,96.7,-0.3,0.9,0,22.9,#N/A,100,6612,96.7,22.3
6/30/2019 3:15,0,0,0,0,41,0.9,1.51,22.7,2.75,96.68,-0.3,0.9,0,22.6,#N/A,100,6615,96.68,22.1
6/30/2019 3:30,0,0,0,0,35,1.02,1.46,22.6,2.75,96.67,-0.3,0.9,0,22.4,#N/A,100,6612,96.68,22
6/30/2019 3:45,0,0,0,0,39,1.04,1.58,22.6,2.73,96.67,-0.3,0.9,0,22.3,0,100,6611,96.68,21.9
6/30/2019 4:00,0,0,0,0,43,0.44,1.2,22.8,2.76,96.68,-0.3,0.9,0,22.3,0,100,6609,96.69,21.8
6/30/2019 4:15,0,0,0,0,45,0.83,1.26,22.5,2.71,96.69,-0.3,0.9,0,22.2,0,100,6610,96.7,21.7
6/30/2019 4:30,0,0,0,0,43,0.93,1.41,22.6,2.72,96.69,-0.3,0.9,0,22.2,0,100,6609,96.7,21.6
6/30/2019 4:45,0,0,0,0,58,0.61,1.12,22.7,2.74,96.71,-0.4,0.9,0,22.2,0,100,6609,96.71,21.6
6/30/2019 5:00,0,0,0,0,62,0.9,1.34,22.5,2.7,96.74,-0.3,0.9,0,22.2,0,100,6608,96.74,21.5
6/30/2019 5:15,0,0,0,0,59,0.72,1.12,22.9,2.75,96.75,-0.3,0.9,0,22.3,0,100,6607,96.75,21.5
6/30/2019 5:30,0,0,0,0,59,0.78,1.26,22.7,2.73,96.75,-0.3,0.9,0,22.3,0,100,6607,96.75,21.5
6/30/2019 5:45,0,0,0,0,65,0.91,1.32,23,2.74,96.72,-0.3,0.9,0,22.3,0,100,6606,96.73,21.6
6/30/2019 6:00,0,0,0,0,64,0.72,1.44,23.1,2.76,96.72,-0.3,0.9,0,22.6,0,100,6606,96.74,21.6
6/30/2019 6:15,0,0,0,0,359,0.63,0.94,22.7,2.72,96.74,-0.3,0.9,0,22.5,0,100,6606,96.75,21.5
6/30/2019 6:30,6,0.017,0,0,42,0.97,1.7,22.5,2.7,96.79,-0.3,0.8,1,22.3,0,100,6606,96.79,21.5
6/30/2019 6:45,22,0,0,0,55,1.02,1.72,23,2.72,96.82,-0.3,0.9,0,22.4,0,100,6603,96.82,21.6
6/30/2019 7:00,51,0,0,0,56,0.4,1.12,23.3,2.72,96.81,-0.3,0.9,0,22.9,0,100,6603,96.82,21.8
6/30/2019 7:15,79,0,0,0,24,0.58,1.01,23,2.75,96.82,-0.3,0.9,0,23.2,0,100,6606,96.83,22
6/30/2019 7:30,96,0,0,0,70,0.84,1.16,23.7,2.77,96.84,-0.3,0.9,0,23.5,0,100,6606,96.86,22.3
6/30/2019 7:45,114,0,0,0,87,0.84,1.45,24.2,2.8,96.82,-0.3,0.9,0,24.1,0,100,6608,96.82,22.7
6/30/2019 8:00,143,0,0,0,83,0.63,1.08,24.4,2.81,96.8,-0.3,0.9,0,24.7,0,100,6610,96.8,23.1
6/30/2019 8:15,165,0,0,0,66,0.71,1.2,24.8,2.87,96.81,-0.3,0.9,0,25.3,0,100,6608,96.81,23.8
6/30/2019 8:30,165,0,0,0,16,1.4,3.27,25.1,2.81,96.82,-0.3,0.9,0,25.8,0,100,6612,96.83,24.4
6/30/2019 8:45,185,0,0,0,342,1.33,3.62,25,2.76,96.8,-0.3,0.9,0,26,0,100,6616,96.8,24.8
6/30/2019 9:00,240,0,0,0,289,0.56,2.26,24.9,2.84,96.8,-0.3,0.9,0,26.3,0,100,6619,96.8,25.2
6/30/2019 9:15,264,0,0,0,296,0.61,1.78,25,2.96,96.78,-0.3,0.9,0,26.8,0,100,6620,96.79,25.9
6/30/2019 9:30,209,0,0,0,179,0.47,1.28,24.5,3.06,96.82,-0.3,0.9,0,26.9,0,100,6619,96.83,26.2
6/30/2019 9:45,159,0,0,0,204,0.52,1.1,24.3,3.02,96.84,-0.3,0.9,0,26.4,0,100,6622,96.85,25.9
6/30/2019 10:00,174,0,0,0,185,0.58,1.6,24.1,2.97,96.88,-0.3,0.9,0,25.9,0,100,6621,96.9,25.4
6/30/2019 10:15,268,0,0,0,215,0.48,1.45,23.9,2.96,96.93,-0.1,0.9,0,25.8,#N/A,100,6621,96.94,25.3
6/30/2019 10:30,370,0,0,0,223,0.55,1.64,24.2,3,96.93,-0.3,0.9,0,26.4,0,100,6626,96.95,25.9
6/30/2019 10:45,356,0,0,0,202,0.49,1.12,24.4,3.04,96.95,-0.4,0.9,0,27.1,0,100,6624,96.96,26.9
6/30/2019 11:00,620,0,0,0,287,0.68,2.02,25.1,3.19,96.95,-0.3,0.9,0,28,0,100,6634,96.96,27.8
6/30/2019 11:15,472,0,0,0,269,0.66,1.58,25.8,3.29,96.95,-0.4,1,0,29.3,0,100,6641,96.97,29.1
6/30/2019 11:30,703,0,0,0,280,0.9,2.35,26.1,3.26,96.95,-0.4,0.9,0,29.8,0,100,6650,96.97,29.8
6/30/2019 11:45,806,0,0,0,269,0.74,2.01,27,3.26,96.94,-0.4,1,0,31,0,100,6658,96.95,31.1
6/30/2019 12:00,620,0,0,0,306,0.71,2.29,27.5,3.29,96.94,-0.4,1,0,31.9,0,100,6664,96.94,32.3
6/30/2019 12:15,255,0,0,0,238,0.53,1.27,26.5,3.29,96.95,-0.4,1,0,31.1,0,100,6659,96.94,32
6/30/2019 12:30,330,0,0,0,267,0.52,1.32,25.8,3.24,96.92,-0.4,1,0,29.8,0,100,6657,96.93,30.5
6/30/2019 12:45,463,0,0,0,254,0.58,1.44,25.7,3.24,96.89,-0.4,0.9,0,29.4,0,100,6658,96.93,29.8
6/30/2019 13:00,381,0,0,0,226,0.46,1.3,25.6,3.24,96.88,-0.4,0.9,0,29.3,0,100,6657,96.91,29.7
6/30/2019 13:15,419,0,0,0,241,0.6,1.86,25,3.16,96.86,-0.4,0.9,0,28.9,0,100,6661,96.9,29.4
6/30/2019 13:30,699,0,0,0,239,0.57,1.93,26,3.24,96.83,-0.3,1,0,29.2,0,100,6654,96.86,29.8
6/30/2019 13:45,547,0,0,0,237,0.48,1.29,26.1,3.25,96.82,-0.4,1,0,29.9,0,100,6659,96.83,30.9
6/30/2019 14:00,225,0,0,0,256,0.51,1.69,26.1,3.24,96.83,-0.4,1,0,29.7,0,100,6660,96.84,30.6
6/30/2019 14:15,462,0,0,0,281,0.83,1.59,25.9,3.2,96.79,-0.4,0.9,0,29.1,0,100,6661,96.81,29.7
6/30/2019 14:30,667,0,0,0,302,1.64,3.9,25.9,3.25,96.77,-0.5,0.9,0,29.4,0,100,6663,96.79,29.9
6/30/2019 14:45,425,0,0,0,306,1.56,3.33,25.6,3.22,96.74,-0.3,0.9,0,28.8,0,100,6661,96.76,29.2
6/30/2019 15:00,233,0.051,0,0,302,0.94,2.47,25.6,3.21,96.71,-0.3,0.9,2,28.4,0,100,6659,96.74,28.7
6/30/2019 15:15,121,0.238,0,0,195,0.36,1.22,25,3.14,96.7,-0.3,1,4.1,27.6,0,100,6655,96.73,27.8
6/30/2019 15:30,70,0.494,0,0,300,0.43,1.18,24.9,3.09,96.7,-0.4,0.9,7.1,26.6,0,100,6653,96.72,26.6
6/30/2019 15:45,140,0.698,0,0,1,0.63,1.13,24.4,3.04,96.67,-0.3,0.9,7.1,25.9,0,100,6640,96.69,25.8
6/30/2019 16:00,172,0.017,0,0,312,0.36,1.13,24.4,3.05,96.65,-0.3,0.9,1,25.8,0,100,6641,96.67,25.7
6/30/2019 16:15,169,0,0,0,337,1.02,2.45,24.4,3.06,96.65,-0.4,0.9,0,25.8,#N/A,100,6641,96.67,25.5
6/30/2019 16:30,238,0,0,0,329,1.52,2.87,24.5,3.07,96.62,-0.4,0.9,0,25.9,0,100,6636,96.64,25.5
6/30/2019 16:45,212,0,0,0,337,1.31,2.69,24.5,3.07,96.6,-0.4,0.9,0,26,0,100,6637,96.63,25.6
6/30/2019 17:00,153,0,0,0,326,1.17,2.39,24.7,3.1,96.62,-0.4,0.9,0,26,0,100,6638,96.64,25.5
6/30/2019 17:15,92,0,0,0,318,1.05,1.84,24.8,3.12,96.66,-0.3,0.9,0,25.9,0,100,6635,96.67,25.4
6/30/2019 17:30,104,0,0,0,312,1.1,2.54,24.6,3.09,96.66,-0.4,0.9,0,25.7,0,100,6635,96.67,25.2
6/30/2019 17:45,88,0,0,0,319,0.83,1.48,24.7,3.1,96.66,-0.4,0.9,0,25.6,0,100,6635,96.67,25.1
6/30/2019 18:00,47,0,0,0,306,0.6,1.25,24.6,3.09,96.68,-0.3,0.9,0,25.4,#N/A,100,6631,96.69,24.9
6/30/2019 18:15,33,0,0,0,299,0.45,1.01,24.4,3.06,96.7,-0.4,0.9,0,25.1,#N/A,100,6623,96.72,24.8
6/30/2019 18:30,11,0,0,0,314,0.8,1.31,24.3,3.04,96.74,-0.3,0.9,0,24.8,#N/A,100,6623,96.75,24.5
6/30/2019 18:45,6,0,0,0,312,1.06,1.77,24.1,3,96.74,-0.3,0.9,0,24.5,#N/A,100,6623,96.75,24.2
6/30/2019 19:00,0,0,0,0,324,1.12,2.19,24,2.98,96.74,-0.4,0.9,0,24.2,0,100,6620,96.74,23.9
6/30/2019 19:15,0,0,0,0,334,1.13,2.7,23.9,2.96,96.73,-0.3,0.9,0,24.1,0,100,6621,96.74,23.8
6/30/2019 19:30,0,0,0,0,334,1.06,2.42,23.7,2.93,96.74,-0.3,0.9,0,23.9,0,100,6622,96.75,23.7
6/30/2019 19:45,0,0,0,0,345,0.95,2.36,23.7,2.92,96.76,-0.4,0.9,0,23.8,0,100,6617,96.77,23.5
6/30/2019 20:00,0,0,0,0,344,1.01,2.5,23.6,2.91,96.76,-0.3,0.9,0,23.6,0,100,6620,96.77,23.3
6/30/2019 20:15,0,0,0,0,348,0.72,2.12,23.6,2.9,96.77,-0.3,0.9,0,23.5,0,100,6617,96.78,23.1
6/30/2019 20:30,0,0,0,0,344,0.8,1.86,23.6,2.91,96.79,-0.3,0.9,0,23.3,0,100,6617,96.8,22.9
6/30/2019 20:45,0,0,0,0,8,1.04,2.09,23.6,2.9,96.81,-0.4,0.9,0,23.3,0,100,6616,96.82,22.9
6/30/2019 21:00,0,0,0,0,4,1.18,3.01,23.7,2.92,96.82,-0.3,0.9,0,23.4,0,100,6614,96.82,23
6/30/2019 21:15,0,0,0,0,358,0.92,2.9,23.8,2.93,96.83,-0.4,0.9,0,23.5,0,100,6615,96.84,23
6/30/2019 21:30,0,0,0,0,4,0.78,1.26,23.6,2.91,96.86,-0.3,0.9,0,23.5,#N/A,100,6613,96.87,23
6/30/2019 21:45,0,0,0,0,7,0.94,1.83,23.6,2.91,96.87,-0.3,0.8,0,23.4,0,100,6616,96.87,23
6/30/2019 22:00,0,0,0,0,10,1.23,2.34,23.6,2.91,96.86,-0.3,0.9,0,23.4,0,100,6613,96.87,22.9
6/30/2019 22:15,0,0,0,0,20,1.4,2.8,23.7,2.91,96.85,-0.3,0.9,0,23.3,0,100,6614,96.86,22.9
6/30/2019 22:30,0,0,0,0,14,0.74,2.25,23.6,2.9,96.85,-0.3,0.9,0,23.3,0,100,6609,96.86,22.8
6/30/2019 22:45,0,0,0,0,12,0.61,1.22,23.1,2.83,96.87,-0.3,0.9,0,23.2,#N/A,100,6607,96.88,22.5
6/30/2019 23:00,0,0.017,0,0,23,0.93,1.4,23.1,2.82,96.89,-0.3,0.9,1,22.9,0,100,6609,96.89,22.4
6/30/2019 23:15,0,0,0,0,38,1.12,1.67,23.1,2.82,96.89,-0.4,0.9,0,22.8,0,100,6609,96.88,22.4
6/30/2019 23:30,0,0,0,0,37,0.71,1.16,23,2.8,96.9,-0.3,0.9,0,22.8,0,100,6609,96.89,22.3
6/30/2019 23:45,0,0,0,0,62,0.74,1.49,23.2,2.82,96.91,-0.4,0.9,0,22.8,0,100,6605,96.9,22.2
7/1/2019 0:00,0,0,0,0,26,0.6,1.14,23,2.81,96.91,-0.3,0.9,0,22.8,0,100,6606,96.91,22.2
7/1/2019 0:15,0,0,0,0,45,0.54,1.24,22.9,2.79,96.92,-0.3,0.9,0,22.7,#N/A,100,6604,96.91,22.3
7/1/2019 0:30,0,0,0,0,64,0.62,1.07,22.9,2.72,96.91,-0.3,0.9,0,22.6,0,100,6591,96.92,22.3
7/1/2019 0:45,0,0,0,0,35,0.71,1.13,22.8,2.77,96.91,-0.3,0.9,0,22.6,0,100,6589,96.92,22.2
7/1/2019 1:00,0,0,0,0,50,0.88,1.43,23.1,2.81,96.91,-0.3,0.9,0,22.6,0,100,6590,96.92,22.1
7/1/2019 1:15,0,0,0,0,30,0.61,0.81,22.7,2.75,96.91,-0.3,0.9,0,22.6,0,100,6592,96.92,22.1
7/1/2019 1:30,0,0,0,0,36,0.56,0.95,22.9,2.79,96.9,-0.3,0.9,0,22.5,#N/A,100,6589,96.9,22
7/1/2019 1:45,0,0,0,0,42,0.67,0.93,22.8,2.77,96.88,-0.3,0.9,0,22.5,0,100,6590,96.88,21.9
7/1/2019 2:00,0,0,0,0,26,0.59,0.79,22.8,2.77,96.87,-0.3,0.9,0,22.5,0,100,6587,96.87,22
7/1/2019 2:15,0,0,0,0,21,0.74,1.02,22.8,2.77,96.86,-0.4,0.9,0,22.6,0,100,6590,96.86,22.1
7/1/2019 2:30,0,0,0,0,31,0.71,0.92,23,2.81,96.84,-0.3,0.9,0,22.7,0,100,6588,96.84,22.3
7/1/2019 2:45,0,0,0,0,32,0.78,1.27,23,2.8,96.81,-0.4,0.9,0,22.8,0,100,6589,96.82,22.4
7/1/2019 3:00,0,0,0,0,4,0.58,1.03,23,2.81,96.8,-0.3,0.9,0,22.8,0,100,6587,96.81,22.4
7/1/2019 3:15,0,0,0,0,13,0.75,1,22.9,2.8,96.8,-0.4,0.9,0,22.8,#N/A,100,6590,96.8,22.4
7/1/2019 3:30,0,0,0,0,42,1.34,1.97,22.8,2.77,96.79,-0.3,0.9,0,22.7,#N/A,100,6588,96.79,22.3
7/1/2019 3:45,0,0,0,0,24,1.56,2.59,22.9,2.79,96.77,-0.3,0.9,0,22.6,#N/A,100,6589,96.78,22.3
7/1/2019 4:00,0,0,0,0,12,1.71,2.45,23,2.81,96.76,-0.3,0.9,0,22.6,0,100,6586,96.77,22.3
7/1/2019 4:15,0,0,0,0,13,1.71,2.8,22.9,2.79,96.75,-0.3,0.9,0,22.6,#N/A,100,6587,96.76,22.2
7/1/2019 4:30,0,0.017,0,0,20,1.61,2.51,22.9,2.79,96.76,-0.3,0.9,1,22.6,0,100,6586,96.77,22.2
7/1/2019 4:45,0,0,1,34,33,1.28,2.41,22.9,2.79,96.74,-0.3,0.9,0,22.6,#N/A,100,6587,96.75,22.1
7/1/2019 5:00,0,0,0,0,48,1.22,1.79,22.7,2.76,96.74,-0.3,0.9,0,22.5,0,100,6585,96.74,22
7/1/2019 5:15,0,0,1,24,39,0.69,1.4,22.7,2.77,96.75,-0.3,0.9,0,22.5,#N/A,100,6584,96.76,21.9
7/1/2019 5:30,0,0,2,31,47,0.97,1.16,22.4,2.7,96.78,-0.3,0.9,0,22.3,#N/A,100,6583,96.77,21.8
7/1/2019 5:45,0,0,0,0,38,1.06,1.58,22.4,2.7,96.78,-0.4,0.9,0,22.2,0,100,6581,96.77,21.7
7/1/2019 6:00,0,0.017,0,0,42,0.91,1.44,22.8,2.76,96.8,-0.4,0.8,1,22.2,0,100,6578,96.8,21.7
7/1/2019 6:15,1,0,0,0,22,0.46,1.06,22.8,2.77,96.83,-0.3,0.9,0,22.3,0,100,6576,96.82,21.7
7/1/2019 6:30,9,0,0,0,37,0.94,1.1,22.4,2.72,96.84,-0.3,0.9,0,22.3,#N/A,100,6577,96.84,21.7
7/1/2019 6:45,22,0,0,0,33,0.86,1.13,22.5,2.73,96.87,-0.4,0.9,0,22.3,#N/A,100,6578,96.87,21.7
7/1/2019 7:00,35,0,0,0,27,0.83,1.27,22.6,2.74,96.9,-0.4,0.9,0,22.4,0,100,6580,96.9,21.8
7/1/2019 7:15,46,0,0,0,16,0.83,1.03,22.9,2.8,96.93,-0.3,0.9,0,22.7,#N/A,100,6579,96.93,22
7/1/2019 7:30,185,0.017,0,0,352,0.73,1.19,23.4,2.88,96.93,-0.4,0.9,1,23.8,0,100,6592,96.95,22.6
7/1/2019 7:45,254,0,0,0,359,0.89,1.2,24.3,3.03,96.93,-0.3,0.9,0,26,0,100,6605,96.94,23.8
7/1/2019 8:00,306,0,0,0,317,1.45,1.98,24.9,3.14,96.92,-0.3,1,0,27.9,0,100,6618,96.94,25
7/1/2019 8:15,258,0,0,0,326,1.24,1.99,25.1,3.15,96.92,-0.4,0.9,0,28.7,0,100,6625,96.95,25.9
7/1/2019 8:30,314,0,0,0,311,1.41,2.29,25,3.13,96.91,-0.3,1,0,29,0,100,6634,96.95,26.7
7/1/2019 8:45,484,0,0,0,297,0.93,1.95,25.7,3.2,96.91,-0.4,1,0,29.6,0,100,6651,96.95,27.9
7/1/2019 9:00,474,0,0,0,300,0.81,1.69,25.9,3.26,96.94,-0.4,1,0,30.7,0,100,6663,96.96,29.4
7/1/2019 9:15,578,0,0,0,303,0.64,1.36,26.6,3.35,96.95,-0.3,1,0,31.6,0,100,6676,96.97,30.7
7/1/2019 9:30,369,0,0,0,304,0.77,2.22,26.6,3.27,96.98,-0.4,1,0,32.2,0,100,6676,96.99,31.7
7/1/2019 9:45,477,0,0,0,302,0.51,1.34,26.8,3.23,96.99,-0.4,1,0,31.1,0,100,6683,97.01,31.2
7/1/2019 10:00,677,0,0,0,274,0.5,1.24,27.6,3.35,96.99,-0.4,1,0,33,0,100,6693,97.01,32.5
7/1/2019 10:15,441,0,0,0,261,0.53,2,27.3,3.33,97.01,-0.4,1,0,33.1,0,100,6695,97.01,33.3
7/1/2019 10:30,875,0,0,0,268,0.7,1.52,27.8,3.32,96.99,-0.4,1,0,33.1,0,100,6708,97,33.3
7/1/2019 10:45,870,0,0,0,202,0.71,2.11,27.8,3.34,96.98,-0.4,1,0,34.1,0,100,6714,96.99,34.6
7/1/2019 11:00,604,0,0,0,273,0.59,2.14,27.7,3.26,96.96,-0.4,1,0,33.5,0,100,6714,96.97,34.5
7/1/2019 11:15,903,0,0,0,246,0.77,1.75,28.1,3.34,96.96,-0.4,1,0,33.8,0,100,6723,96.98,34.7
7/1/2019 11:30,990,0,0,0,225,0.61,1.9,28.7,3.37,96.96,-0.5,1,0,34.1,1,100,6730,96.98,35.4
7/1/2019 11:45,467,0,0,0,214,0.5,1.29,27.8,3.34,96.99,-0.4,1,0,33.6,0,100,6724,97,35.5
7/1/2019 12:00,513,0,0,0,236,0.43,1.26,27.6,3.28,96.98,-0.5,1,0,32.3,0,100,6719,96.99,34
7/1/2019 12:15,741,0,0,0,242,0.69,2.32,28.1,3.34,96.95,-0.4,1,0,32.3,0,100,6722,96.96,33.9
7/1/2019 12:30,445,0,0,0,273,0.76,2.96,27.9,3.36,96.95,-0.4,1,0,32.2,0,100,6720,96.96,33.8
7/1/2019 12:45,492,0,0,0,264,0.68,2.26,27.4,3.29,96.93,-0.4,1,0,31.5,0,100,6717,96.94,32.8
7/1/2019 13:00,661,0,0,0,279,0.6,2.14,27.8,3.33,96.88,-0.4,1,0,31.3,0,100,6722,96.89,32.6
7/1/2019 13:15,381,0,0,0,306,1.12,3.18,27.6,3.24,96.88,-0.4,1,0,31.4,0,100,6716,96.89,32.6
7/1/2019 13:30,141,0,0,0,320,1.49,2.8,27,3.16,96.86,-0.4,1,0,30.3,0,100,6710,96.87,31
7/1/2019 13:45,56,1.715,2,17,8,1.78,4.52,25.9,3.11,96.84,-0.4,1.1,23.5,28.6,0,100,6704,96.87,29.1
7/1/2019 14:00,66,16.83,6,12,45,2.59,8.22,21,2.49,96.85,-0.4,1,132.6,25,#N/A,100,6693,96.87,25.8
7/1/2019 14:15,93,0.834,0,0,52,1.04,1.84,20.9,2.41,96.79,-0.4,0.9,21.4,21.9,0,100,6684,96.82,23.3
7/1/2019 14:30,63,0.136,10,12,64,1.07,1.57,21.4,2.48,96.78,-0.3,0.8,2,21.4,0,100,6684,96.82,22.6
7/1/2019 14:45,40,0.221,17,6,59,1.09,1.48,21.9,2.6,96.78,-0.4,0.9,7.1,21.8,0,100,6685,96.8,22.4
7/1/2019 15:00,28,0.051,7,2,353,0.76,1.66,22.5,2.7,96.79,-0.3,0.9,2,22.2,0,100,6682,96.8,22.5
7/1/2019 15:15,25,0.017,10,6,34,0.8,1.29,22.6,2.73,96.76,-0.3,0.9,1,22.6,0,100,6682,96.79,22.5
7/1/2019 15:30,21,0,3,13,12,0.53,1.44,22.7,2.76,96.78,-0.3,0.9,0,22.7,0,100,6681,96.8,22.5
7/1/2019 15:45,20,0.085,0,0,35,0.51,1.08,22.7,2.75,96.76,-0.3,0.8,1,22.7,#N/A,100,6680,96.79,22.6
7/1/2019 16:00,33,0.068,1,17,8,0.64,1.15,22.7,2.75,96.75,-0.3,0.9,1,22.8,0,100,6680,96.77,22.6
7/1/2019 16:15,31,0,0,0,48,0.33,0.88,22.6,2.73,96.76,-0.3,0.9,0,22.9,#N/A,100,6676,96.78,22.6
7/1/2019 16:30,30,0,1,12,11,0.85,1.97,22.5,2.73,96.74,-0.3,0.9,0,22.8,0,100,6676,96.75,22.6
7/1/2019 16:45,27,0,0,0,10,1.85,3.09,22.7,2.76,96.7,-0.3,0.9,0,22.7,#N/A,100,6676,96.72,22.5
7/1/2019 17:00,23,0,0,0,354,1.87,3.65,23.1,2.82,96.65,-0.4,0.9,0,22.9,0,100,6676,96.67,22.7
7/1/2019 17:15,22,0,0,0,337,1.23,2.9,23.1,2.81,96.69,-0.3,0.9,0,23,0,100,6676,96.7,22.7
7/1/2019 17:30,18,0.017,0,0,3,1.1,2.12,23.2,2.84,96.72,-0.3,0.9,1,23.1,#N/A,100,6674,96.73,22.8
7/1/2019 17:45,19,0,0,0,340,1.39,2.44,23.4,2.88,96.74,-0.3,0.9,0,23.3,0,100,6675,96.75,23
7/1/2019 18:00,17,0,0,0,348,1.42,2.57,23.6,2.92,96.76,-0.3,0.9,0,23.5,0,100,6674,96.76,23.2
7/1/2019 18:15,14,0,0,0,343,1.48,2.3,23.8,2.95,96.76,-0.3,0.9,0,23.8,#N/A,100,6676,96.76,23.4
7/1/2019 18:30,9,0,0,0,345,1.44,2.54,23.9,2.96,96.77,-0.3,0.9,0,23.9,0,100,6673,96.77,23.5
7/1/2019 18:45,4,0,0,0,349,1.49,3.08,23.9,2.96,96.77,-0.3,0.8,0,23.9,0,100,6673,96.77,23.6
7/1/2019 19:00,0,0,0,0,4,1.7,3.61,23.8,2.95,96.77,-0.3,0.9,0,23.8,#N/A,100,6671,96.78,23.5
7/1/2019 19:15,0,0,0,0,352,1.71,2.98,23.8,2.95,96.78,-0.4,0.9,0,23.8,#N/A,100,6670,96.78,23.5
7/1/2019 19:30,0,0,0,0,358,1.88,3.36,23.8,2.94,96.79,-0.3,0.8,0,23.7,#N/A,100,6669,96.79,23.4
7/1/2019 19:45,0,0,0,0,349,1.47,2.65,23.7,2.93,96.78,-0.3,0.9,0,23.7,0,100,6667,96.78,23.3
7/1/2019 20:00,0,0,0,0,346,1.42,2.34,23.7,2.93,96.8,-0.3,0.9,0,23.6,0,100,6669,96.8,23.3
7/1/2019 20:15,0,0,0,0,354,1.39,2.49,23.7,2.93,96.81,-0.3,0.9,0,23.6,#N/A,100,6669,96.81,23.3
7/1/2019 20:30,0,0,0,0,355,1.26,2.25,23.7,2.93,96.82,-0.3,0.9,0,23.6,0,100,6638,96.82,23.2
7/1/2019 20:45,0,0,0,0,348,1.59,2.78,23.8,2.95,96.83,-0.3,1,0,23.7,#N/A,100,6659,96.83,23.4
7/1/2019 21:00,0,0,0,0,345,1.58,2.53,23.9,2.96,96.84,-0.3,0.9,0,23.8,0,100,6659,96.84,23.5
7/1/2019 21:15,0,0,0,0,347,1.66,2.82,23.8,2.95,96.84,-0.3,0.9,0,23.9,#N/A,100,6660,96.84,23.5
7/1/2019 21:30,0,0,0,0,345,1.46,2.47,23.9,2.96,96.84,-0.3,0.9,0,23.8,0,100,6658,96.84,23.5
7/1/2019 21:45,0,0,0,0,344,1.59,2.72,23.9,2.96,96.85,-0.3,0.9,0,23.9,0,100,6659,96.84,23.6
7/1/2019 22:00,0,0,0,0,341,1.52,2.67,23.9,2.97,96.85,-0.3,1,0,23.9,#N/A,100,6655,96.85,23.6
7/1/2019 22:15,0,0,0,0,341,1.46,2.2,23.9,2.97,96.87,-0.3,0.9,0,24,#N/A,100,6657,96.86,23.7
