Timestamp,W/m? Solar Radiation
7/9/2019 3:45,0
7/9/2019 4:00,0
7/9/2019 4:15,0
7/9/2019 4:30,0
7/9/2019 4:45,0
7/9/2019 5:00,0
7/9/2019 5:15,0
7/9/2019 5:30,0
7/9/2019 5:45,0
7/9/2019 6:00,0
7/9/2019 6:15,0
7/9/2019 6:30,7
7/9/2019 6:45,23
7/9/2019 7:00,41
7/9/2019 7:15,49
7/9/2019 7:30,68
7/9/2019 7:45,81
7/9/2019 8:00,112
7/9/2019 8:15,157
7/9/2019 8:30,229
7/9/2019 8:45,310
7/9/2019 9:00,366
7/9/2019 9:15,350
7/9/2019 9:30,449
7/9/2019 9:45,441
7/9/2019 10:00,460
7/9/2019 10:15,420
7/9/2019 10:30,755
7/9/2019 10:45,863
7/9/2019 11:00,614
7/9/2019 11:15,610
7/9/2019 11:30,830
7/9/2019 11:45,757
7/9/2019 12:00,846
7/9/2019 12:15,1118
7/9/2019 12:30,700
7/9/2019 12:45,157
7/9/2019 13:00,197
7/9/2019 13:15,234
7/9/2019 13:30,73
7/9/2019 13:45,254
7/9/2019 14:00,485
7/9/2019 14:15,383
7/9/2019 14:30,260
7/9/2019 14:45,192
7/9/2019 15:00,120
7/9/2019 15:15,156
7/9/2019 15:30,69
7/9/2019 15:45,30
7/9/2019 16:00,12
7/9/2019 16:15,11
7/9/2019 16:30,7
7/9/2019 16:45,4
7/9/2019 17:00,4
7/9/2019 17:15,3
7/9/2019 17:30,3
7/9/2019 17:45,2
7/9/2019 18:00,3
7/9/2019 18:15,1
7/9/2019 18:30,1
7/9/2019 18:45,0
7/9/2019 19:00,0
7/9/2019 19:15,0
7/9/2019 19:30,0
7/9/2019 19:45,0
7/9/2019 20:00,0
7/9/2019 20:15,0
7/9/2019 20:30,0
7/9/2019 20:45,0
7/9/2019 21:00,0
7/9/2019 21:15,0
7/9/2019 21:30,0
7/9/2019 21:45,0
7/9/2019 22:00,0
7/9/2019 22:15,0
7/9/2019 22:30,0
7/9/2019 22:45,0
7/9/2019 23:00,0
7/9/2019 23:15,0
7/9/2019 23:30,0
7/9/2019 23:45,0
7/10/2019 0:00,0
7/10/2019 0:15,0
7/10/2019 0:30,0
7/10/2019 0:45,0
7/10/2019 1:00,0
7/10/2019 1:15,0
7/10/2019 1:30,0
7/10/2019 1:45,0
7/10/2019 2:00,0
7/10/2019 2:15,0
7/10/2019 2:30,0
7/10/2019 2:45,0
7/10/2019 3:00,0
7/10/2019 3:15,0
7/10/2019 3:30,0
7/10/2019 3:45,0
7/10/2019 4:00,0
7/10/2019 4:15,0
7/10/2019 4:30,0
7/10/2019 4:45,0
7/10/2019 5:00,0
7/10/2019 5:15,0
7/10/2019 5:30,0
7/10/2019 5:45,0
7/10/2019 6:00,0
7/10/2019 6:15,0
7/10/2019 6:30,2
7/10/2019 6:45,10
7/10/2019 7:00,20
7/10/2019 7:15,35
7/10/2019 7:30,48
7/10/2019 7:45,70
7/10/2019 8:00,99
7/10/2019 8:15,129
7/10/2019 8:30,158
7/10/2019 8:45,190
7/10/2019 9:00,223
7/10/2019 9:15,262
7/10/2019 9:30,295
7/10/2019 9:45,329
7/10/2019 10:00,360
7/10/2019 10:15,380
7/10/2019 10:30,431
7/10/2019 10:45,481
7/10/2019 11:00,407
7/10/2019 11:15,475
7/10/2019 11:30,451
7/10/2019 11:45,660
7/10/2019 12:00,762
7/10/2019 12:15,728
7/10/2019 12:30,636
7/10/2019 12:45,515
7/10/2019 13:00,620
7/10/2019 13:15,855
7/10/2019 13:30,693
7/10/2019 13:45,770
7/10/2019 14:00,828
7/10/2019 14:15,760
7/10/2019 14:30,779
7/10/2019 14:45,589
7/10/2019 15:00,640
7/10/2019 15:15,604
7/10/2019 15:30,610
7/10/2019 15:45,381
7/10/2019 16:00,413
7/10/2019 16:15,445
7/10/2019 16:30,419
7/10/2019 16:45,306
7/10/2019 17:00,143
7/10/2019 17:15,89
7/10/2019 17:30,49
7/10/2019 17:45,26
7/10/2019 18:00,23
7/10/2019 18:15,11
7/10/2019 18:30,6
7/10/2019 18:45,1
7/10/2019 19:00,0
7/10/2019 19:15,0
7/10/2019 19:30,0
7/10/2019 19:45,0
7/10/2019 20:00,0
7/10/2019 20:15,0
7/10/2019 20:30,0
7/10/2019 20:45,0
7/10/2019 21:00,0
7/10/2019 21:15,0
7/10/2019 21:30,0
7/10/2019 21:45,0
7/10/2019 22:00,0
7/10/2019 22:15,0
7/10/2019 22:30,0
7/10/2019 22:45,0
7/10/2019 23:00,0
7/10/2019 23:15,0
7/10/2019 23:30,0
7/10/2019 23:45,0
7/11/2019 0:00,0
7/11/2019 0:15,0
7/11/2019 0:30,0
7/11/2019 0:45,0
7/11/2019 1:00,0
7/11/2019 1:15,0
7/11/2019 1:30,0
7/11/2019 1:45,0
7/11/2019 2:00,0
7/11/2019 2:15,0
7/11/2019 2:30,0
7/11/2019 2:45,0
7/11/2019 3:00,0
7/11/2019 3:15,0
7/11/2019 3:30,0
7/11/2019 3:45,0
7/11/2019 4:00,0
7/11/2019 4:15,0
7/11/2019 4:30,0
7/11/2019 4:45,0
7/11/2019 5:00,0
7/11/2019 5:15,0
7/11/2019 5:30,0
7/11/2019 5:45,0
7/11/2019 6:00,0
7/11/2019 6:15,0
7/11/2019 6:30,6
7/11/2019 6:45,16
7/11/2019 7:00,44
7/11/2019 7:15,39
7/11/2019 7:30,154
7/11/2019 7:45,214
7/11/2019 8:00,353
7/11/2019 8:15,368
7/11/2019 8:30,406
7/11/2019 8:45,465
7/11/2019 9:00,465
7/11/2019 9:15,454
7/11/2019 9:30,624
7/11/2019 9:45,427
7/11/2019 10:00,462
7/11/2019 10:15,437
7/11/2019 10:30,528
7/11/2019 10:45,455
7/11/2019 11:00,439
7/11/2019 11:15,829
7/11/2019 11:30,556
7/11/2019 11:45,376
7/11/2019 12:00,520
7/11/2019 12:15,324
7/11/2019 12:30,511
7/11/2019 12:45,701
7/11/2019 13:00,399
7/11/2019 13:15,434
7/11/2019 13:30,336
7/11/2019 13:45,384
7/11/2019 14:00,488
7/11/2019 14:15,234
7/11/2019 14:30,230
7/11/2019 14:45,345
7/11/2019 15:00,281
7/11/2019 15:15,361
7/11/2019 15:30,208
7/11/2019 15:45,138
7/11/2019 16:00,68
7/11/2019 16:15,42
7/11/2019 16:30,55
7/11/2019 16:45,34
7/11/2019 17:00,5
7/11/2019 17:15,5
7/11/2019 17:30,4
7/11/2019 17:45,2
7/11/2019 18:00,2
7/11/2019 18:15,2
7/11/2019 18:30,2
7/11/2019 18:45,0
7/11/2019 19:00,0
7/11/2019 19:15,0
7/11/2019 19:30,0
7/11/2019 19:45,0
7/11/2019 20:00,0
7/11/2019 20:15,0
7/11/2019 20:30,0
7/11/2019 20:45,0
7/11/2019 21:00,0
7/11/2019 21:15,0
7/11/2019 21:30,0
7/11/2019 21:45,0
7/11/2019 22:00,0
7/11/2019 22:15,0
7/11/2019 22:30,0
7/11/2019 22:45,0
7/11/2019 23:00,0
7/11/2019 23:15,0
7/11/2019 23:30,0
7/11/2019 23:45,0

